t,x
4.595000000000001,-0.457788
4.596,-0.290089
4.597,-0.53572
4.598000000000001,-0.480082
4.599,-0.951137
4.6000000000000005,-0.573708
4.601,-0.631473
4.602,-0.330622
4.603000000000001,-0.414881
4.604,-0.670402
4.605,-0.670713
4.606000000000001,-0.367943
4.607,-0.364858
4.6080000000000005,-0.264772
4.609,-0.438381
4.61,-0.507953
4.611000000000001,-0.409159
4.612,-0.617712
4.613,-0.697246
4.614000000000001,-0.099329
4.615,-0.114288
4.6160000000000005,-0.5186
4.617,-0.809745
4.618,-0.41751
4.619000000000001,-0.371678
4.62,-0.539351
4.621,-0.162205
4.622000000000001,-0.434437
4.623,-0.709002
4.6240000000000006,-0.635127
4.625,-0.686151
4.626,-0.440914
4.627000000000001,-0.662261
4.628,-0.72191
4.629,-0.383682
4.630000000000001,-0.38857
4.631,-0.788798
4.632000000000001,-0.699135
4.633,-0.6852
4.634,-0.122012
4.635000000000001,-0.608724
4.636,-0.25551
4.6370000000000005,-0.247959
4.638000000000001,-0.122914
4.639,-0.513565
4.640000000000001,-0.484231
4.641,-0.486407
4.642,-0.568627
4.643000000000001,-0.559182
4.644,-0.696985
4.6450000000000005,-0.439547
4.646000000000001,-0.55451
4.647,-0.423561
4.648000000000001,-0.721039
4.649,-0.376952
4.65,-0.74238
4.651000000000001,-0.486046
4.652,-0.261107
4.6530000000000005,-0.708745
4.654000000000001,-0.192662
4.655,-0.493258
4.656000000000001,-0.626949
4.657,-0.49885
4.658,-0.672978
4.659000000000001,-0.542347
4.66,-0.862681
4.6610000000000005,-0.473004
4.662000000000001,-0.642788
4.663,-0.117639
4.664000000000001,-0.691648
4.665,-0.376397
4.666,-0.408256
4.667000000000001,-0.717525
4.668,-0.39211
4.6690000000000005,-0.194721
4.670000000000001,-0.824321
4.671,-0.30074
4.672000000000001,-0.393719
4.673,-0.304951
4.674,-0.228382
4.675000000000001,-0.61915
4.676,-0.476144
4.6770000000000005,-0.671839
4.678000000000001,-0.529313
4.679,-0.347445
4.680000000000001,-0.184652
4.681,-0.331526
4.682,-0.360698
4.683000000000001,-0.538119
4.684,-0.435638
4.6850000000000005,-0.600568
4.686,-0.686989
4.687,-0.6385
4.688000000000001,-0.284503
4.689,-0.528369
4.69,-0.524834
4.691000000000001,-0.554121
4.692,-0.090558
4.6930000000000005,-0.144637
4.694,-0.432598
4.695,-0.421207
4.696000000000001,-0.344342
4.697,-0.867909
4.698,-0.681106
4.699000000000001,-0.301464
4.7,-0.316404
4.7010000000000005,-0.618085
4.702,-0.298802
4.703,-0.571967
4.704000000000001,-0.414239
4.705,-0.769193
4.706,-0.385313
4.707000000000001,-0.196659
4.708,-0.277213
4.7090000000000005,-0.618386
4.71,-0.621702
4.711,-0.054554
4.712000000000001,-0.274851
4.713,-0.322304
4.714,0.015176
4.715000000000001,-0.471798
4.716,-0.206214
4.7170000000000005,-0.34014
4.718,-0.246995
4.719,-0.510512
4.720000000000001,-0.675392
4.721,-0.392701
4.722,-0.207036
4.723000000000001,-0.460675
4.724,-0.734818
4.7250000000000005,-0.601902
4.726,-0.35624
4.727,-0.15611
4.728000000000001,-0.33005
4.729,-0.425842
4.73,0.016687
4.731000000000001,-0.427446
4.732,-0.426949
4.7330000000000005,-0.540429
4.734,-0.61078
4.735,-0.287728
4.736000000000001,-0.311331
4.737,-0.6034
4.738,-0.686974
4.739000000000001,-0.462932
4.74,-0.627666
4.7410000000000005,-0.593321
4.742,-0.060599
4.743,-0.340307
4.744000000000001,-0.433702
4.745,-0.433453
4.746,-0.337965
4.747000000000001,-0.50462
4.748,-0.582619
4.7490000000000006,-0.758304
4.75,-0.408854
4.751,-0.562832
4.752000000000001,-0.376115
4.753,-0.294074
4.754,-0.044426
4.755000000000001,-0.83851
4.756,-0.803899
4.757000000000001,-0.665482
4.758,-0.339196
4.759,-0.371494
4.760000000000001,-0.197536
4.761,-0.367223
4.7620000000000005,-0.459385
4.763000000000001,-0.378912
4.764,-0.353055
4.765000000000001,-0.364293
4.766,-0.407557
4.767,-0.548941
4.768000000000001,-0.551574
4.769,-0.654134
4.7700000000000005,-0.433345
4.771000000000001,-0.402555
4.772,-0.533122
4.773000000000001,-0.602808
4.774,-0.558349
4.775,-0.566938
4.776000000000001,-0.347413
4.777,-0.609846
4.7780000000000005,-0.290901
4.779000000000001,-0.567347
4.78,-0.149333
4.781000000000001,-0.398247
4.782,-0.820425
4.783,-0.548502
4.784000000000001,-0.8008
4.785,-0.56483
4.7860000000000005,-0.70648
4.787000000000001,-0.380808
4.788,-0.471212
4.789000000000001,-0.505024
4.79,-0.519815
4.791,-0.472201
4.792000000000001,-0.600611
4.793,-0.511332
4.7940000000000005,-0.443228
4.795000000000001,-0.200025
4.796,-0.47387
4.797000000000001,-0.334009
4.798,-0.25438
4.799,-0.528223
4.800000000000001,-0.622626
4.801,-0.558618
4.8020000000000005,-0.380119
4.803000000000001,-0.560619
4.804,-0.643934
4.805000000000001,-0.607295
4.806,-0.2756
4.807,-0.552016
4.808000000000001,-0.498575
4.809,-0.339077
4.8100000000000005,-0.379584
4.811000000000001,-0.306254
4.812,-0.259737
4.813000000000001,-0.579724
4.814,-0.713138
4.815,-0.343926
4.816000000000001,-0.551682
4.817,-0.439124
4.8180000000000005,-0.216487
4.819,-0.228548
4.82,-0.399705
4.821000000000001,-0.377781
4.822,-0.347291
4.823,-0.351989
4.824000000000001,-0.325507
4.825,-0.307058
4.8260000000000005,-0.378198
4.827,-0.699259
4.828,-0.366689
4.829000000000001,-0.650202
4.83,-0.467776
4.831,-0.434911
4.832000000000001,-0.437263
4.833,-0.690861
4.8340000000000005,-0.007267
4.835,-0.509409
4.836,-0.705596
4.837000000000001,-0.519829
4.838,-0.21225
4.839,-0.660341
4.840000000000001,-0.503875
4.841,-0.494128
4.8420000000000005,-0.57577
4.843,-0.114239
4.844,-0.455324
4.845000000000001,-0.680413
4.846,-0.336053
4.847,-0.690014
4.848000000000001,-0.0984
4.849,-0.79759
4.8500000000000005,-0.240185
4.851,-0.31484
4.852,-0.650586
4.853000000000001,-0.900106
4.854,-0.587329
4.855,-0.175816
4.856000000000001,-0.518711
4.857,-0.633071
4.8580000000000005,-0.534239
4.859,-0.405854
4.86,-0.280499
4.861000000000001,-0.37768
4.862,-0.119764
4.863,-0.648458
4.864000000000001,-0.8651
4.865,-0.303026
4.8660000000000005,-0.590908
4.867,-0.616333
4.868,-0.313214
4.869000000000001,-0.608084
4.87,-0.403037
4.871,-0.419352
4.872000000000001,-0.692042
4.873,-0.363977
4.8740000000000006,-0.134263
4.875,-0.378797
4.876,-0.593017
4.877000000000001,-0.474125
4.878,-0.212111
4.879,-0.28369
4.880000000000001,-0.271765
4.881,-0.746877
4.882000000000001,-0.586962
4.883,-0.693032
4.884,-0.346796
4.885000000000001,-0.343944
4.886,-0.503673
4.8870000000000005,-0.726842
4.888000000000001,-0.560334
4.889,-0.748815
4.890000000000001,-0.494396
4.891,-0.269734
4.892,-0.637747
4.893000000000001,-0.396695
4.894,-0.428275
4.8950000000000005,-0.745825
4.896000000000001,-0.12512
4.897,-0.239488
4.898000000000001,-0.482376
4.899,-0.684638
4.9,-0.561185
4.901000000000001,-0.574316
4.902,-0.607338
4.9030000000000005,-0.262746
4.904000000000001,-0.65676
4.905,-0.54628
4.906000000000001,-0.319593
4.907,-0.054386
4.908,-0.409373
4.909000000000001,-0.484018
4.91,-0.621098
4.9110000000000005,-0.484048
4.912000000000001,-0.98254
4.913,-0.501579
4.914000000000001,-0.498662
4.915,-0.394803
4.916,-0.645684
4.917000000000001,-0.451938
4.918,-0.70126
4.9190000000000005,-0.624955
4.920000000000001,-0.622509
4.921,-0.543035
4.922000000000001,-0.448612
4.923,-0.58876
4.924,-0.223524
4.925000000000001,-0.519757
4.926,-0.61783
4.9270000000000005,-0.53572
4.928000000000001,-0.476259
4.929,-0.416693
4.930000000000001,-0.501627
4.931,-0.515723
4.932,-0.367806
4.933000000000001,-1.122633
4.934,-0.805595
4.9350000000000005,-0.75119
4.936000000000001,-0.524985
4.937,-0.397529
4.938000000000001,-0.549105
4.939,-0.690434
4.94,-0.39625
4.941000000000001,0.080819
4.942,-0.111191
4.9430000000000005,-0.679997
4.944000000000001,-0.490195
4.945,-0.466499
4.946000000000001,-0.256624
4.947,-0.250701
4.948,-0.567546
4.949000000000001,-0.320748
4.95,-0.318722
4.9510000000000005,0.210507
4.952000000000001,0.091997
4.953,-0.434514
4.954000000000001,-0.396885
4.955,-0.23117
4.956,-0.304927
4.957000000000001,-0.093177
4.958,-0.405243
4.9590000000000005,-0.396541
4.96,-0.452753
4.961,-0.758003
4.962000000000001,-0.589799
4.963,-0.434399
4.964,-0.905742
4.965000000000001,-0.4033
4.966,-0.361421
4.9670000000000005,-0.678685
4.968,-0.235407
4.969,-0.452141
4.970000000000001,-0.409637
4.971,-0.177813
4.972,-0.286112
4.973000000000001,-0.525273
4.974,-0.790104
4.9750000000000005,-0.185567
4.976,-0.25443
4.977,-0.611024
4.978000000000001,-0.741348
4.979,-0.524947
4.98,-0.241996
4.981000000000001,-0.313789
4.982,-0.443767
4.9830000000000005,-0.533062
4.984,-0.646578
4.985,-0.395529
4.986000000000001,-0.303685
4.987,-0.312238
4.988,-0.607917
4.989000000000001,-0.162037
4.99,-0.53572
4.9910000000000005,-0.201957
4.992,-0.117488
4.993,-0.511075
4.994000000000001,-0.387667
4.995,-0.926137
4.996,-0.408085
4.997000000000001,-0.621249
4.998,-0.615478
4.9990000000000006,-0.39234
5.0,-0.489969
5.001,-0.449193
5.002000000000001,-0.708088
5.003,-1.098421
5.004,-0.651261
5.005000000000001,-0.257576
5.006,-0.604199
5.007000000000001,-0.251044
5.008,-0.46051
5.009,-0.507384
5.010000000000001,-0.710252
5.011,-0.208373
5.0120000000000005,-0.181711
5.013000000000001,-0.340047
5.014,-0.559803
5.015000000000001,-0.587375
5.016,-0.470508
5.017,-0.527517
5.018000000000001,-0.371453
5.019,-0.408635
5.0200000000000005,-0.507714
5.021000000000001,-0.668882
5.022,-0.468232
5.023000000000001,-0.664949
5.024,-0.271563
5.025,-0.400533
5.026000000000001,-0.48205
5.027,-1.013484
5.0280000000000005,-0.521676
5.029000000000001,-0.799615
5.03,-0.322109
5.031000000000001,-0.529927
5.032,-0.877104
5.033,-0.583995
5.034000000000001,-0.503516
5.035,-0.613634
5.0360000000000005,-0.692047
5.037000000000001,-0.258083
5.038,0.033253
5.039000000000001,-0.599328
5.04,-0.590363
5.041,-0.506702
5.042000000000001,-0.301537
5.043,-0.719877
5.0440000000000005,-0.61689
5.045000000000001,-0.886937
5.046,-0.403325
5.047000000000001,0.089828
5.048,-0.314604
5.049,-0.198325
5.050000000000001,-0.424044
5.051,-0.262935
5.0520000000000005,-0.551534
5.053000000000001,-0.651489
5.054,-0.69447
5.055000000000001,-0.171741
5.056,-0.41728
5.057,-0.401307
5.058000000000001,-0.418662
5.059,-0.396558
5.0600000000000005,-0.569989
5.061000000000001,-0.045246
5.062,-0.734972
5.063000000000001,-0.621199
5.064,-0.763741
5.065,-0.730185
5.066000000000001,-0.607031
5.067,-0.503956
5.0680000000000005,-0.280503
5.069000000000001,-0.462566
5.07,-0.603123
5.071000000000001,-0.270927
5.072,-0.709814
5.073,-0.512897
5.074000000000001,-0.430685
5.075,-0.940509
5.0760000000000005,-0.404955
5.077000000000001,-0.486741
5.078,-0.502273
5.079000000000001,-0.746026
5.08,-0.362029
5.081,-0.404695
5.082000000000001,-0.365371
5.083,-0.501407
5.0840000000000005,-0.472074
5.085000000000001,-0.562235
5.086,-0.438697
5.087000000000001,-0.534183
5.088,-0.679535
5.089,-0.417571
5.090000000000001,-0.358069
5.091,-0.242114
5.0920000000000005,-0.522794
5.093000000000001,-0.068403
5.094,-0.570826
5.095000000000001,-0.454354
5.096,-0.518138
5.097,-0.85392
5.098000000000001,-0.299685
5.099,-0.488617
5.1000000000000005,-0.586431
5.101,-0.669875
5.102,-0.288521
5.103000000000001,0.009834
5.104,-0.486245
5.105,-0.664527
5.106000000000001,-0.763916
5.107,-0.335173
5.1080000000000005,-0.486306
5.109,-0.183552
5.11,-0.544376
5.111000000000001,-0.532762
5.112,-0.40065
5.113,-0.434445
5.114000000000001,-0.931087
5.115,-0.410894
5.1160000000000005,-0.633923
5.117,-0.457807
5.118,-0.391952
5.119000000000001,-0.461631
5.12,-0.234317
5.121,-0.012859
5.122000000000001,-0.567047
5.123,-0.126193
5.1240000000000006,-0.679743
5.125,-0.778683
5.126,-0.309586
5.127000000000001,-0.620101
5.128,-0.837868
5.129,-0.46544
5.130000000000001,-0.579987
5.131,-0.669782
5.132000000000001,-0.292254
5.133,-0.716969
5.134,-0.721593
5.135000000000001,-0.172041
5.136,-0.439525
5.1370000000000005,-0.538331
5.138000000000001,-0.417153
5.139,-0.533358
5.140000000000001,-0.410501
5.141,-0.517989
5.142,-0.748078
5.143000000000001,-0.695437
5.144,-0.558139
5.1450000000000005,-0.165612
5.146000000000001,-0.680353
5.147,-0.548119
5.148000000000001,-0.294815
5.149,-0.432822
5.15,-0.169634
5.151000000000001,-0.680567
5.152,-0.569352
5.1530000000000005,-0.907678
5.154000000000001,-0.285301
5.155,-0.402821
5.156000000000001,-0.529433
5.157,-0.079246
5.158,-0.688952
5.159000000000001,-0.47248
5.16,-0.38533
5.1610000000000005,-0.793938
5.162000000000001,-0.589925
5.163,-0.179766
5.164000000000001,-0.52531
5.165,-0.727583
5.166,-0.795011
5.167000000000001,-0.415877
5.168,-0.613757
5.1690000000000005,-0.561101
5.170000000000001,-0.621915
5.171,-0.527034
5.172000000000001,-0.43456
5.173,-0.857693
5.174,-0.265859
5.175000000000001,-0.325887
5.176,-0.301101
5.1770000000000005,-0.520077
5.178000000000001,-0.499745
5.179,-0.19179
5.180000000000001,-0.761536
5.181,-0.714444
5.182,-0.480379
5.183000000000001,-0.368547
5.184,-0.564923
5.1850000000000005,-0.58006
5.186000000000001,-0.643814
5.187,-0.117137
5.188000000000001,-0.474125
5.189,-0.608971
5.19,-0.535708
5.191000000000001,-0.431464
5.192,-0.264236
5.1930000000000005,-0.460987
5.194000000000001,-0.546687
5.195,-0.572143
5.196000000000001,-0.457444
5.197,-0.256175
5.198,-0.337552
5.199000000000001,-0.652032
5.2,-0.540091
5.2010000000000005,-0.0982
5.202000000000001,-0.405062
5.203,-0.618459
5.204000000000001,-0.41937
5.205,-0.490602
5.206,-0.462769
5.207000000000001,-0.456396
5.208,-0.513415
5.2090000000000005,-0.235541
5.210000000000001,-0.48215
5.211,-0.517602
5.212000000000001,-0.675055
5.213,-0.466273
5.214,-0.581067
5.215000000000001,-0.18974
5.216,-0.412341
5.2170000000000005,-0.409677
5.218000000000001,-0.8484
5.219,-0.59042
5.220000000000001,-0.420356
5.221,-0.504689
5.222,-0.387052
5.223000000000001,-0.623997
5.224,-0.496529
5.2250000000000005,-0.430211
5.226000000000001,-0.780672
5.227,-0.873153
5.228000000000001,-0.700036
5.229,-0.531671
5.23,-0.462864
5.231000000000001,-0.449871
5.232,0.043409
5.2330000000000005,-0.655224
5.234,-0.313895
5.235,-0.513037
5.236000000000001,-0.58146
5.237,-0.849993
5.238,-0.520806
5.239000000000001,-0.335607
5.24,-0.500586
5.2410000000000005,-0.661842
5.242,-0.69681
5.243,-0.129667
5.244000000000001,-0.689031
5.245,-0.551735
5.246,-0.715575
5.247000000000001,-0.387481
5.248,0.061363
5.2490000000000006,-0.590171
5.25,-0.391083
5.251,-0.216466
5.252000000000001,-0.225946
5.253,-0.292494
5.254,-0.319425
5.255000000000001,-0.515817
5.256,-0.859736
5.257000000000001,-0.440442
5.258,-0.416239
5.259,-0.622122
5.260000000000001,-0.663787
5.261,-0.442648
5.2620000000000005,-0.367198
5.263000000000001,-0.465751
5.264,-0.52639
5.265000000000001,-0.62244
5.266,-0.699854
5.267,-0.582522
5.268000000000001,-0.540756
5.269,-0.211157
5.2700000000000005,-0.453677
5.271000000000001,-0.752174
5.272,-1.002317
5.273000000000001,-0.405618
5.274,-0.427816
5.275,-0.607957
5.276000000000001,-0.501722
5.277,-0.357746
5.2780000000000005,-0.336696
5.279000000000001,-0.43842
5.28,-1.104303
5.281000000000001,-0.51165
5.282,-0.631798
5.283,-0.405285
5.284000000000001,-0.570083
5.285,-0.432249
5.2860000000000005,-0.447846
5.287000000000001,-0.716816
5.288,-0.216313
5.289000000000001,-0.617645
5.29,-0.885175
5.291,-0.514622
5.292000000000001,-0.353644
5.293,-0.247673
5.2940000000000005,-0.349882
5.295000000000001,-0.431038
5.296,-0.04858
5.297000000000001,-0.635856
5.298,-0.697526
5.299,-0.497796
5.300000000000001,-0.604724
5.301,-0.744921
5.3020000000000005,-0.48327
5.303000000000001,-0.420595
5.304,-0.517022
5.305000000000001,-0.179243
5.306,-0.588584
5.307,-0.858113
5.308000000000001,-0.645211
5.309,-0.478884
5.3100000000000005,-0.625519
5.311000000000001,-0.674358
5.312,-0.690057
5.313000000000001,-0.615326
5.314,-0.496093
5.315,-0.620984
5.316000000000001,-0.693155
5.317,-0.374325
5.3180000000000005,-0.034165
5.319000000000001,-0.532673
5.32,-0.326653
5.321000000000001,-0.376058
5.322,-0.308639
5.323,-0.353863
5.324000000000001,-0.726841
5.325,-0.746594
5.3260000000000005,-0.240931
5.327000000000001,-0.310704
5.328,-0.665949
5.329000000000001,-0.483712
5.33,-0.387194
5.331,-0.883422
5.332000000000001,-0.897231
5.333,-0.682633
5.3340000000000005,-0.428424
5.335000000000001,-0.748787
5.336,-0.227275
5.337000000000001,-0.605249
5.338,-0.636763
5.339,-0.540531
5.340000000000001,-0.246289
5.341,-0.168703
5.3420000000000005,-0.599878
5.343000000000001,-0.421611
5.344,-0.484356
5.345000000000001,-0.645793
5.346,-0.517888
5.347,-0.55852
5.348000000000001,-0.699844
5.349,-0.486568
5.3500000000000005,-0.591465
5.351000000000001,-0.651798
5.352,-0.777114
5.353000000000001,-0.577697
5.354,-0.573872
5.355,-0.408911
5.356000000000001,-0.245177
5.357,-0.427629
5.3580000000000005,-0.550232
5.359000000000001,-0.775967
5.36,-0.549223
5.361000000000001,-0.169926
5.362,-0.357201
5.363,-0.621006
5.364000000000001,-0.419595
5.365,-0.53595
5.3660000000000005,-0.433601
5.367000000000001,-0.130632
5.368,-0.228044
5.369000000000001,-0.44857
5.37,-0.634717
5.371,-0.506846
5.372000000000001,-0.407316
5.373,-0.306482
5.3740000000000006,-0.5198
5.375,-0.572939
5.376,-0.60232
5.377000000000001,-0.570153
5.378,-0.425168
5.379,-0.507647
5.380000000000001,-0.197935
5.381,-0.859931
5.382000000000001,-0.33939
5.383,-0.862216
5.384,-0.565255
5.385000000000001,-0.487518
5.386,-0.667595
5.3870000000000005,-0.168815
5.388000000000001,-0.650455
5.389,-0.564446
5.390000000000001,-0.410431
5.391,-0.490724
5.392,-0.362802
5.393000000000001,-0.69623
5.394,-0.434795
5.3950000000000005,-0.445323
5.396000000000001,-0.604346
5.397,-0.374353
5.398000000000001,-0.474059
5.399,-0.187889
5.4,-0.454795
5.401000000000001,-0.56127
5.402,-0.898793
5.4030000000000005,-0.602648
5.404000000000001,-0.456464
5.405,-0.795711
5.406000000000001,-0.391851
5.407,-0.454619
5.408,-0.89171
5.409000000000001,-0.616031
5.41,-0.70369
5.4110000000000005,-0.516877
5.412000000000001,-0.34165
5.413,-0.701327
5.414000000000001,-0.376452
5.415,-0.118427
5.416,-0.395162
5.417000000000001,-0.273289
5.418,-0.865887
5.4190000000000005,-0.581853
5.420000000000001,-0.383276
5.421,-0.443712
5.422000000000001,-0.393886
5.423,-0.3041
5.424,-0.77065
5.425000000000001,-0.50192
5.426,-0.721903
5.4270000000000005,-0.724152
5.428000000000001,-0.554611
5.429,-0.616075
5.430000000000001,-0.410042
5.431,-0.84007
5.432,-0.817986
5.433000000000001,-0.655365
5.434,-0.737091
5.4350000000000005,-0.086863
5.436000000000001,-0.349479
5.437,-0.558241
5.438000000000001,-0.692539
5.439,-0.26021
5.44,-0.903747
5.441000000000001,-0.82473
5.442,-0.479414
5.4430000000000005,-0.140034
5.444000000000001,-0.649509
5.445,-0.443743
5.446000000000001,-0.323262
5.447,-0.215478
5.448,-0.530507
5.449000000000001,-0.668533
5.45,-0.412965
5.4510000000000005,-0.605894
5.452000000000001,-0.303272
5.453,-0.50245
5.454000000000001,-0.387557
5.455,-0.512408
5.456,-0.162797
5.457000000000001,-0.410537
5.458,-0.800644
5.4590000000000005,-0.51324
5.460000000000001,-0.671873
5.461,-0.39367
5.462000000000001,-0.197224
5.463,-0.616678
5.464,-0.693404
5.465000000000001,-0.642318
5.466,-0.696143
5.4670000000000005,-0.97951
5.468000000000001,-0.821789
5.469,-0.249933
5.470000000000001,-0.480077
5.471,-0.483957
5.472,-0.957911
5.473000000000001,-0.719661
5.474,-0.53614
5.4750000000000005,-0.604477
5.476000000000001,-0.306329
5.477,-0.618715
5.478000000000001,-0.732718
5.479,-0.505061
5.48,-0.277228
5.481000000000001,-0.835113
5.482,-0.692294
5.4830000000000005,-0.77295
5.484000000000001,-0.223725
5.485,-0.197315
5.486000000000001,-0.434262
5.487,-0.573237
5.488,-0.558618
5.489000000000001,-0.42704
5.49,-0.400759
5.4910000000000005,-0.290167
5.492000000000001,-0.716241
5.493,-0.551492
5.494000000000001,-0.26208
5.495,-0.403089
5.496,-0.536642
5.497000000000001,-0.309118
5.498,-0.550261
5.4990000000000006,-0.64981
5.500000000000001,-0.763454
5.501,-0.606601
5.502000000000001,-0.376002
5.503,-0.915162
5.504,-0.531242
5.505000000000001,-0.625875
5.506,-0.580757
5.507000000000001,-0.907035
5.508,-0.180567
5.509,-0.669843
5.510000000000001,-0.689921
5.511,-0.696596
5.5120000000000005,-0.719727
5.513000000000001,-0.528461
5.514,-0.488215
5.515000000000001,-0.612007
5.516,-0.846869
5.517,-0.670564
5.518000000000001,-0.51622
5.519,-0.867976
5.5200000000000005,-0.55101
5.521000000000001,-0.448145
5.522,-0.750368
5.523000000000001,-0.162797
5.524,-0.616741
5.525,-0.360358
5.526000000000001,-0.67923
5.527,-0.697274
5.5280000000000005,-0.697936
5.529000000000001,-0.583095
5.53,-0.759673
5.531000000000001,-0.492037
5.532,-0.634192
5.533,-0.765294
5.534000000000001,-0.576122
5.535,-0.652435
5.5360000000000005,-0.673071
5.537000000000001,-0.418181
5.538,-0.349132
5.539000000000001,-0.455272
5.54,-0.520802
5.541,-0.826837
5.542000000000001,-0.692542
5.543,-0.635097
5.5440000000000005,-1.140178
5.545000000000001,-0.520151
5.546,-0.397887
5.547000000000001,-0.657175
5.548,-0.72004
5.549,-0.994054
5.550000000000001,-0.462052
5.551,-0.603233
5.5520000000000005,-0.331172
5.553000000000001,-0.575933
5.554,-0.48529
5.555000000000001,-0.740237
5.556,-0.502463
5.557,-0.610031
5.558000000000001,-0.225735
5.559,-0.624161
5.5600000000000005,-0.531455
5.561000000000001,-0.567773
5.562,-0.721332
5.563000000000001,-0.408826
5.564,-0.564031
5.565,-0.287724
5.566000000000001,-0.21975
5.567,-0.380324
5.5680000000000005,-0.40714
5.569000000000001,-0.593739
5.57,-0.439265
5.571000000000001,-0.200789
5.572,-0.570449
5.573,-0.796791
5.574000000000001,-0.671934
5.575,-0.423839
5.5760000000000005,-0.768523
5.577000000000001,-0.346767
5.578,0.03185
5.579000000000001,-0.60329
5.58,-0.398351
5.581,-0.729354
5.582000000000001,-0.114228
5.583,-0.468232
5.5840000000000005,-0.626693
5.585000000000001,-0.412334
5.586,-0.489472
5.587000000000001,-0.250992
5.588,-0.205304
5.589,-0.70297
5.590000000000001,-0.470571
5.591,-0.316743
5.5920000000000005,-0.614301
5.593000000000001,-0.563174
5.594,-0.625129
5.595000000000001,-0.470248
5.596,-0.588208
5.597,0.014652
5.598000000000001,-0.717386
5.599,-0.256601
5.6000000000000005,-0.670684
5.601000000000001,-0.638337
5.602,-0.784844
5.603000000000001,-0.25225
5.604,-0.772135
5.605,-0.638175
5.606000000000001,-0.447406
5.607,-0.684448
5.6080000000000005,-0.943784
5.609000000000001,-0.54724
5.61,-0.873325
5.611000000000001,-0.186278
5.612,-0.47664
5.613,-0.584622
5.614000000000001,-0.460454
5.615,-0.333129
5.6160000000000005,-0.947252
5.617000000000001,-0.53729
5.618,-0.067824
5.619000000000001,-0.508682
5.62,-0.270029
5.621,-0.790963
5.622000000000001,-0.302203
5.623,-0.431597
5.6240000000000006,-0.542821
5.625000000000001,-0.34358
5.626,-0.724218
5.627000000000001,-0.711713
5.628,-0.282886
5.629,-0.432069
5.630000000000001,-0.288504
5.631,-0.850008
5.632000000000001,-0.657508
5.633000000000001,-0.614028
5.634,-0.312085
5.635000000000001,-0.576693
5.636,-0.52696
5.6370000000000005,-0.439289
5.638000000000001,-0.527081
5.639,-0.675908
5.640000000000001,-0.518351
5.641000000000001,-0.516951
5.642,-0.883827
5.643000000000001,-0.401723
5.644,-0.218863
5.6450000000000005,-0.621863
5.646000000000001,-0.808834
5.647,-0.794364
5.648000000000001,-0.554869
5.649,-0.482616
5.65,-0.360921
5.651000000000001,-0.377139
5.652,-0.576881
5.6530000000000005,-0.412276
5.654000000000001,-0.769109
5.655,-0.166807
5.656000000000001,-0.219557
5.657,-0.920305
5.658,-0.645209
5.659000000000001,-0.534508
5.66,-0.700266
5.6610000000000005,-0.286883
5.662000000000001,-0.854294
5.663,-0.435002
5.664000000000001,-0.623577
5.665,-0.552057
5.666,-0.419764
5.667000000000001,-0.670519
5.668,-0.517165
5.6690000000000005,-0.367722
5.670000000000001,-0.641792
5.671,-0.434589
5.672000000000001,-0.578953
5.673,-0.189963
5.674,-0.464027
5.675000000000001,-0.581016
5.676,-0.491482
5.6770000000000005,-0.386932
5.678000000000001,-0.55639
5.679,-0.523271
5.680000000000001,-0.827971
5.681,-0.786147
5.682,-0.928952
5.683000000000001,-0.522747
5.684,-0.411527
5.6850000000000005,-0.483969
5.686000000000001,-0.704055
5.687,-0.550651
5.688000000000001,-0.83289
5.689,-0.565912
5.69,-0.584195
5.691000000000001,-0.46051
5.692,-0.487419
5.6930000000000005,-0.249908
5.694000000000001,-0.363303
5.695,-0.649289
5.696000000000001,-0.455599
5.697,-0.933474
5.698,-0.817359
5.699000000000001,-1.105182
5.7,-0.927551
5.7010000000000005,-0.65996
5.702000000000001,-0.595878
5.703,-0.826474
5.704000000000001,-0.521024
5.705,-0.542056
5.706,-0.421706
5.707000000000001,-0.772273
5.708,-0.402294
5.7090000000000005,-0.649459
5.710000000000001,-0.562581
5.711,-0.442311
5.712000000000001,-0.53745
5.713,-0.107908
5.714,-0.719641
5.715000000000001,-0.590018
5.716,-0.527132
5.7170000000000005,-0.354055
5.718000000000001,-0.580498
5.719,-0.590184
5.720000000000001,-0.818748
5.721,-0.474996
5.722,-0.510551
5.723000000000001,-0.635598
5.724,-0.290192
5.7250000000000005,-0.411313
5.726000000000001,-0.652852
5.727,-0.888419
5.728000000000001,-0.466277
5.729,-0.409791
5.73,-0.94551
5.731000000000001,-0.601823
5.732,-0.618779
5.7330000000000005,-0.517562
5.734000000000001,-0.328642
5.735,-0.142607
5.736000000000001,-0.105769
5.737,-0.899615
5.738,-0.71177
5.739000000000001,-0.794626
5.74,-0.422451
5.7410000000000005,-0.853671
5.742000000000001,-0.366921
5.743,-0.432216
5.744000000000001,-0.609775
5.745,-0.855104
5.746,-0.076327
5.747000000000001,-0.519665
5.748,-0.647898
5.7490000000000006,-0.731762
5.750000000000001,-0.441618
5.751,-0.289399
5.752000000000001,-0.533407
5.753,-0.491146
5.754,-0.363952
5.755000000000001,-0.393838
5.756,-0.21866
5.757000000000001,-0.541474
5.758000000000001,-0.427687
5.759,-0.370685
5.760000000000001,-0.695097
5.761,-0.435117
5.7620000000000005,-0.550806
