x,p,pconv
-0.6556556556556554,0.3802368884120592,0.46498678489909046
-0.6456456456456454,0.4411267785657554,0.5013015379573127
-0.6356356356356354,0.5052414956755382,0.5378420324863022
-0.6256256256256254,0.5715777795191536,0.5742941319187177
-0.6156156156156154,0.6390036936746646,0.6103308495218974
-0.6056056056056054,0.7063024778036304,0.64561805879384
-0.5955955955955954,0.7722211549338395,0.6798205389602531
-0.5855855855855854,0.8355206523458552,0.7126081866516284
-0.5755755755755754,0.89502422329316,0.7436622168668855
-0.5655655655655654,0.9496612628951674,0.772681175299239
-0.5555555555555554,0.998504140423608,0.7993865900524657
-0.5455455455455454,1.0407963489161107,0.823528103403789
-0.5355355355355353,1.075971021529913,0.8448879429373818
-0.5255255255255253,1.1036596054680048,0.8632846151576707
-0.5155155155155153,1.1236911533833573,0.8785757324427874
-0.5055055055055053,1.136083240602379,0.8906599146047068
-0.4954954954954953,1.141025915418607,0.8994777379896682
-0.4854854854854853,1.13886032925171,0.9050117365810466
-0.4754754754754753,1.1300537803430148,0.9072854896272333
-0.4654654654654653,1.1151728582144103,0.9063618577156013
-0.4554554554554553,1.0948562238679453,0.9023404529481209
-0.4454454454454453,1.0697883339345058,0.8953544481734622
-0.4354354354354353,1.0406751469357978,0.8855668445802247
-0.4254254254254253,1.0082225647829255,0.8731663261052682
-0.41541541541541527,0.9731180859842922,0.858362833066652
-0.40540540540540526,0.9360158963073745,0.841382986434112
-0.39539539539539525,0.8975254093621026,0.8224654886464845
-0.38538538538538525,0.8582030997423638,0.8018566174826596
-0.37537537537537524,0.8185473463057816,0.7798059169149516
-0.36536536536536524,0.7789959206252888,0.7565621739152232
-0.35535535535535523,0.7399257108586019,0.7323697536619852
-0.3453453453453452,0.7016542580441151,0.7074653483095857
-0.3353353353353352,0.6644426933447912,0.6820751771715928
-0.3253253253253252,0.6284996943118213,0.6564126594984481
-0.3153153153153152,0.5939861196755492,0.6306765655478189
-0.3053053053053052,0.561020030196239,0.605049637789795
-0.2952952952952952,0.5296818534205503,0.5796976621699799
-0.2852852852852852,0.5000194995056435,0.5547689595619643
-0.2752752752752752,0.47205328125833435,0.5303942599536797
-0.26526526526526517,0.44578053269413137,0.5066869165058414
-0.25525525525525516,0.42117985594563906,0.48374341328617426
-0.24524524524524516,0.39821495598010936,0.46164411904378433
-0.23523523523523515,0.3768380464608569,0.4404542396182481
-0.22522522522522515,0.3569928286197757,0.4202249232201802
-0.21521521521521514,0.338617058779114,0.4009944756016379
-0.20520520520520513,0.32164472983418396,0.3827896457821911
-0.19519519519519513,0.30600789826892066,0.3656269472472054
-0.18518518518518512,0.29163819178216677,0.34951398414675844
-0.1751751751751751,0.2784680339590011,0.3344507567814263
-0.1651651651651651,0.26643162216208544,0.32043092538098694
-0.1551551551551551,0.2554656933984892,0.30744301571308097
-0.1451451451451451,0.2455101107150446,0.29547155428344013
-0.1351351351351351,0.2365082999932159,0.2844981247214223
-0.12512512512512508,0.2284075640891779,0.27450234032730786
-0.11511511511511507,0.22115929827449804,0.26546273065959236
-0.10510510510510507,0.2147191280065104,0.25735754245135045
-0.09509509509509506,0.20904698728374024,0.25016545707219445
-0.08508508508508505,0.20410715327677562,0.24386622821720197
-0.07507507507507505,0.19986825059969723,0.23844124453701546
-0.06506506506506504,0.1963032365132925,0.23387402256089038
-0.055055055055055035,0.19338937652630275,0.23015063554689688
-0.04504504504504503,0.1911082182722456,0.22726008386198235
-0.03503503503503502,0.1894455701672516,0.22519461218953368
-0.025025025025025016,0.18839149017451515,0.2239499783217717
-0.01501501501501501,0.18794028898607074,0.22352567755433486
-0.005005005005005003,0.1880905510535224,0.2239251257931449
0.005005005005005003,0.18884517612577953,0.2251558034386038
0.01501501501501501,0.1902114432527033,0.22722936095621143
0.025025025025025016,0.19220109855700176,0.23016168580104815
0.03503503503503502,0.19483046743003385,0.2339729290605585
0.04504504504504503,0.19812059113651095,0.23868748884052593
0.055055055055055035,0.2020973870830624,0.24433394606942976
0.06506506506506504,0.20679183117898897,0.25094494706587245
0.07507507507507505,0.21224015975479718,0.2585570259360391
0.08508508508508505,0.2184840873634153,0.26721035868207593
0.09509509509509506,0.22557103542600357,0.2769484398531016
0.10510510510510507,0.23355436505257884,0.28781767171042993
0.11511511511511507,0.2424936054194235,0.29986685526692775
0.12512512512512508,0.25245466677251427,0.3131465722636024
0.1351351351351351,0.26351002440302096,0.3277084472370488
0.1451451451451451,0.27573885676626847,0.3436042793863615
0.1551551551551551,0.2892271172575617,0.36088503504678426
0.1651651651651651,0.3040675149998641,0.3795996932979349
0.1751751751751751,0.3203593753444161,0.39979393964982696
0.18518518518518512,0.33820834567220637,0.42150870592271666
0.19519519519519513,0.3577259065904036,0.44477855841339337
0.20520520520520513,0.3790286428780115,0.46962994124431506
0.21521521521521514,0.40223722275494567,0.4960792874165271
0.22522522522522515,0.42747502852267616,0.524131016488837
0.23523523523523515,0.4548663767531483,0.5537754448964751
0.24524524524524516,0.4845342625105886,0.5849866425642637
0.25525525525525516,0.5165975602426132,0.6177202774689382
0.26526526526526517,0.5511676147880834,0.6519114979116577
0.2752752752752752,0.5883441603885965,0.6874729101658207
0.2852852852852852,0.6282105147718957,0.7242927165035398
0.2952952952952952,0.670828010529886,0.7622330849652484
0.3053053053053052,0.7162296484394902,0.8011288271740914
0.3153153153153152,0.7644129883565118,0.8407864635429345
0.3253253253253252,0.815332334007652,0.8809837559112571
0.3353353353353352,0.8688903192861096,0.921469785541391
0.3453453453453452,0.9249290659112381,0.96196564911226
0.35535535535535523,0.9832211552106398,1.0021658365718156
0.36536536536536524,1.0434607389997639,1.0417403422604887
0.37537537537537524,1.1052552034672154,1.0803375445561652
0.38538538538538525,1.1681178914679435,1.117587869548158
0.39539539539539525,1.231462476747419,1.1531082312477086
0.40540540540540526,1.2945996605308965,1.1865072151165563
0.41541541541541527,1.3567369169096575,1.2173909439818336
0.4254254254254253,1.4169820372361253,1.2453695366430035
0.4354354354354353,1.4743512029565036,1.270064040778045
0.4454454454454453,1.5277822384864173,1.2911136943739994
0.4554554554554553,1.5761535495515704,1.3081833451818539
0.4654654654654653,1.6183090293568783,1.3209708369937294
0.4754754754754753,1.6530889112394167,1.3292141561821391
0.4854854854854853,1.6793661651335583,1.3326981231229904
0.4954954954954953,1.6960875880237571,1.3312604118398534
0.5055055055055053,1.7023182476620005,1.3247966881718516
0.5155155155155153,1.6972874372618407,1.313264672351662
0.5255255255255253,1.680433830218594,1.2966869560568424
0.5355355355355353,1.651447140117856,1.275152436310675
0.5455455455455454,1.6103033488565874,1.248816268162628
0.5555555555555554,1.5572905198623195,1.2178982835553775
0.5655655655655654,1.49302241091904,1.1826798734880444
0.5755755755755754,1.4184375721279732,1.14349938250746
0.5855855855855854,1.3347823645627128,1.1007461164779153
0.5955955955955954,1.2435773385978752,1.0548531141676294
0.6056056056056054,1.1465676073622941,1.0062888781397994
0.6156156156156154,1.0456591459759712,0.9555482985897392
0.6256256256256254,0.9428442188843287,0.9031430332454837
0.6356356356356354,0.8401202469614137,0.8495916257557414
0.6456456456456454,0.7394072342417256,0.7954096531201247
0.6556556556556554,0.6424692614834663,0.7411001892183471
0.6656656656656654,0.5508454393699969,0.6871448565028044
0.6756756756756754,0.46579507237008805,0.6339957121555404
0.6856856856856854,0.3882606546177626,0.5820681797511581
0.6956956956956954,0.31885080697567797,0.5317351944672828
0.7057057057057055,0.25784353089178225,0.48332268127852807
0.7157157157157155,0.20520839672663407,0.4371064337471368
0.7257257257257255,0.1606876570260846,0.39331040848556603
0.7357357357357355,0.1251123598045542,0.3521063995819798
0.7457457457457455,0.09741322305373616,0.31361501054271873
0.7557557557557555,0.07584651141214853,0.2779078006069287
0.7657657657657655,0.05905454221774196,0.2450104492102551
0.7757757757757755,0.04598021572272967,0.2149067580156552
0.7857857857857855,0.03580046781352556,0.18754329486381244
0.7957957957957955,0.027874455905036177,0.16283447826655273
0.8058058058058055,0.02170321617161267,0.14066790421623593
0.8158158158158155,0.01689825242854863,0.12090972821375434
0.8258258258258255,0.013157079249500547,0.1034099332741914
0.8358358358358355,0.010244179693113151,0.08800733774734514
0.8458458458458455,0.007976178876385166,0.07453422344565819
0.8558558558558556,0.006210300031232596,0.06282049313268773
0.8658658658658656,0.004835376321876907,0.05269729529557438
0.8758758758758756,0.003764852592722046,0.04400008187487569
0.8858858858858856,0.002931336487875274,0.0365710900581118
0.8958958958958956,0.0022823559205903117,0.030261261441884985
0.9059059059059056,0.0017770558138923878,0.024931630213756932
0.9159159159159156,0.0013836261632988278,0.02045422617938039
0.9259259259259256,0.0010772995112470704,0.016712548418783123
0.9359359359359356,0.0008387917688446621,0.013601671292473808
0.9459459459459456,0.0006530882304653697,0.011028046817199306
0.9559559559559556,0.000508498357536192,0.008909066612428374
0.9659659659659656,0.0003959198276054613,0.007172443282704661
0.9759759759759756,0.00030826551859605846,0.005755465878569687
0.9859859859859856,0.00024001735535708764,0.004604177586174894
0.9959959959959956,0.00018687893195118798,0.0036725165997829375
1.0060060060060056,0.00014550504131361123,0.0029214537240987632
1.0160160160160157,0.00011329108544565997,0.002318153036754312
1.0260260260260257,8.820910894621486e-05,0.001835175221276292
1.0360360360360357,6.868013374995233e-05,0.0014497371692814528
1.0460460460460457,5.347475819971699e-05,0.0011430362728989012
1.0560560560560557,4.1635762896576895e-05,0.0008996435355586998
1.0660660660660657,3.241785115709311e-05,0.0007069662122470377
1.0760760760760757,2.5240730577074273e-05,0.0005547780949244734
1.0860860860860857,1.9652582059716636e-05,0.00043481370013324986
1.0960960960960957,1.530161658492947e-05,0.0003404213911574432
1.1061061061061057,1.1913929141765133e-05,0.0002662697667002827
1.1161161161161157,9.276255669273439e-06,0.00020810136358871703
1.1261261261261257,7.222547508703653e-06,0.00016252775170779918
1.1361361361361357,5.62351819261221e-06,0.000126860355851059
1.1461461461461457,4.378504513058796e-06,9.897174560148891e-05
1.1561561561561557,3.409129501183471e-06,7.718262897932046e-05
1.1661661661661658,2.6543683856386602e-06,6.01703202385476e-05
1.1761761761761758,2.06670691865243e-06,4.6894991031088514e-05
1.1861861861861858,1.6091502259879883e-06,3.654053201710012e-05
1.1961961961961958,1.2528938798373772e-06,2.8467332533118538e-05
1.2062062062062058,9.75510582407036e-07,2.2174719773597256e-05
1.2162162162162158,7.595383070365329e-07,1.7271182025252823e-05
1.2262262262262258,5.913810165261837e-07,1.3450832557606632e-05
1.2362362362362358,4.6045275592758315e-07,1.0474854134690078e-05
1.2462462462462458,3.585112381298754e-07,8.156902683619809e-06
1.2562562562562558,2.7913896965714025e-07,6.351647191893522e-06
1.2662662662662658,2.1733925214646364e-07,4.945786463141306e-06
1.2762762762762758,1.6922162671017733e-07,3.851016923064624e-06
1.2862862862862858,1.317569590565309e-07,2.9985339033676424e-06
1.2962962962962958,1.0258674731661983e-07,2.334735963836789e-06
1.3063063063063058,7.987464799099241e-08,1.8178715552556367e-06
1.3163163163163158,6.219087317384267e-08,1.4154228750480883e-06
1.3263263263263259,4.8422181548282385e-08,1.1020658264581831e-06
1.3363363363363359,3.770179684309365e-08,8.5807981341265e-07
1.3463463463463459,2.93548419288087e-08,6.681085417602893e-07
1.3563563563563559,2.2855853482304133e-08,5.201945650648345e-07
1.3663663663663659,1.7795702653465253e-08,4.0502723121375833e-07
1.3763763763763759,1.3855839300673734e-08,3.153569350474114e-07
1.386386386386386,1.0788238400280916e-08,2.455389438887737e-07
1.396396396396396,8.399786202459528e-09,1.9117815784282513e-07
1.406406406406406,6.54012319983513e-09,1.488524855929577e-07
1.4164164164164168,5.092178590985619e-09,1.1589744564171484e-07
1.4264264264264268,3.9648003577587816e-09,9.023844621048159e-08
1.4364364364364368,3.0870169998970018e-09,7.026019243650017e-08
1.4464464464464468,2.4035696876904053e-09,5.470500346100521e-08
1.4564564564564568,1.871433569616529e-09,4.259364017623313e-08
1.4664664664664668,1.4571092419013634e-09,3.316366055677283e-08
1.4764764764764768,1.1345138707057709e-09,2.582142240930238e-08
1.4864864864864868,8.833392073913703e-10,2.0104712255850134e-08
1.4964964964964969,6.877731294985437e-10,1.5653647875041927e-08
1.5065065065065069,5.355042249931968e-10,1.218802280628924e-08
1.5165165165165169,4.16946755676025e-10,9.489666626195413e-09
1.5265265265265269,3.2463720911066846e-10,7.3887105455592755e-09
1.5365365365365369,2.527644503871694e-10,5.752893717278746e-09
1.5465465465465469,1.9680389550708543e-10,4.479237062235256e-09
1.556556556556557,1.53232676618238e-10,3.487560459862339e-09
1.566566566566567,1.1930786798244121e-10,2.715435193914753e-09
1.576576576576577,9.289381140276595e-11,2.1142538966824844e-09
1.586586586586587,7.232767078029283e-11,1.646170584220912e-09
1.596596596596597,5.631475209710967e-11,1.2817181496451015e-09
1.606606606606607,4.384699893616675e-11,9.97953329302874e-10
1.616616616616617,3.413953261115187e-11,7.770123624609274e-10
1.626626626626627,2.658124193641322e-11,6.049864193932413e-10
1.636636636636637,2.0696312129690095e-11,4.710460030402291e-10
1.646646646646647,1.6114270988323716e-11,3.6675920296302076e-10
1.656656656656657,1.2546666664957168e-11,2.855608838412421e-10
1.666666666666667,9.768908845805807e-12,2.2233939249891907e-10
1.676676676676677,7.606130184697048e-12,1.7311476555125848e-10
1.686686686686687,5.922177932021373e-12,1.3478817997585544e-10
1.696696696696697,4.611042751948096e-12,1.0494687384609064e-10
1.706706706706707,3.590185148833575e-12,8.171225646076752e-11
1.716716716716717,2.795339383366066e-12,6.362164599302133e-11
1.726726726726727,2.1764677709549586e-12,4.953618972454575e-11
1.736736736736737,1.694610674536935e-12,3.856917019555504e-11
1.746746746746747,1.3194338903509337e-12,3.0030183949262824e-11
1.756756756756757,1.027319028001706e-12,2.338167877229811e-11
1.766766766766767,7.998766690869721e-13,1.82051133331255e-11
1.776776776776777,6.22788703713767e-13,1.4174608876442477e-11
1.786786786786787,4.849069668655391e-13,1.1036434276656483e-11
1.796796796796797,3.7755143134838356e-13,8.593032979230105e-12
1.806806806806807,2.9396377666963857e-13,6.690586282774141e-12
1.816816816816817,2.2888193453606175e-13,5.209330036954674e-12
1.826826826826827,1.782088274632673e-13,4.05601516623237e-12
1.836836836836837,1.3875444669849577e-13,3.1580373890697617e-12
1.846846846846847,1.0803503256635319e-13,2.4588665825987643e-12
1.856856856856857,8.411671509868466e-14,1.914488058927594e-12
1.866866866866867,6.549377170454003e-14,1.4906317218328039e-12
1.876876876876877,5.099383787222432e-14,1.1606146717775213e-12
1.886886886886887,3.9704103661485135e-14,9.036614454232913e-13
1.8968968968968971,3.0913849855976616e-14,7.035961441826829e-13
1.9069069069069071,2.4069706271820646e-14,5.47824117777702e-13
1.9169169169169171,1.8740815612123296e-14,4.265390970377411e-13
1.9269269269269271,1.459170983813746e-14,3.3210586280832205e-13
1.9369369369369371,1.1361191551485184e-14,2.585795883135674e-13
1.9469469469469471,8.845890913495237e-15,2.0133159627779574e-13
1.9569569569569571,6.887462965381294e-15,1.567579712077318e-13
1.9669669669669672,5.362619386039388e-15,1.2205268319264867e-13
1.9769769769769772,4.175367159732264e-15,9.503094075378217e-14
1.9869869869869872,3.250965556861311e-15,7.399165232848243e-14
1.9969969969969972,2.531221003466483e-15,5.761033796859606e-14
2.007007007007007,1.970823638800934e-15,4.485574975568231e-14
2.017017017017017,1.5344949373986808e-15,3.49249519633295e-14
2.027027027027027,1.1947668307524473e-15,2.719277408770445e-14
2.037037037037037,9.302525183211882e-16,2.117245467828661e-14
2.047047047047047,7.243001107571101e-16,1.6484998391789405e-14
2.057057057057057,5.639443485619523e-16,1.2835317213171186e-14
2.067067067067067,4.390904040350446e-16,9.99365386925259e-15
2.0770770770770772,3.4187838464432667e-16,7.781117988727265e-15
2.0870870870870872,2.6618853159379575e-16,6.0584244708310345e-15
2.0970970970970972,2.0725596450262892e-16,4.71712511260454e-15
2.1071071071071072,1.6137071933461342e-16,3.672781502038294e-15
2.1171171171171173,1.2564419615648783e-16,2.8596493923110307e-15
2.1271271271271273,9.782731398176255e-17,2.226539924143733e-15
2.1371371371371373,7.616892505696623e-17,1.7335971490545515e-15
2.1471471471471473,5.930557538782431e-17,1.3497889899126072e-15
2.1571571571571573,4.617567163315531e-17,1.0509536879908474e-15
2.1671671671671673,3.595265094098973e-17,8.182787550912476e-16
2.1771771771771773,2.799294658784184e-17,6.37116676676542e-16
2.1871871871871873,2.1795473717805366e-17,4.960628113265585e-16
2.1971971971971973,1.6970084699474476e-17,3.862374378031552e-16
2.2072072072072073,1.3213008280342045e-17,3.007267526501623e-16
2.2172172172172173,1.0287726367199137e-17,2.341476276196788e-16
2.2272272272272273,8.010084574292365e-18,1.8230872723086975e-16
2.2372372372372373,6.236699208085973e-18,1.4194665289765394e-16
2.2472472472472473,4.855930877056526e-18,1.1052050318650526e-16
2.2572572572572573,3.780856490910913e-18,8.605191721854403e-17
2.2672672672672673,2.94379721762602e-18,6.700053151668343e-17
2.2772772772772774,2.2920579184466144e-18,5.21670099704728e-17
2.2872872872872874,1.784609846785062e-18,4.061754239340279e-17
2.2972972972972974,1.389507777971257e-18,3.162505865323074e-17
2.3073073073073074,1.0818789712052791e-18,2.4623457646288526e-17
2.3173173173173174,8.423573634435581e-19,1.9171969706264115e-17
2.3273273273273274,6.558644235011684e-19,1.49274089649758e-17
2.3373373373373374,5.10659917847729e-19,1.1622568876417237e-17
2.3473473473473474,3.976028312439585e-19,9.049400844045395e-18
2.3573573573573574,3.0957591517952275e-19,7.04591700053261e-18
2.3673673673673674,2.410376378845164e-19,5.485992634646248e-18
2.3773773773773774,1.8767332995932582e-19,4.271426300525229e-18
2.3873873873873874,1.461235642995187e-19,3.3257577718193818e-18
2.3973973973973974,1.1377267109942065e-19,2.5894546642317037e-18
2.4074074074074074,8.858407438354331e-20,2.0161647113713727e-18
2.4174174174174174,6.897208405638845e-20,1.5697977645749914e-18
2.4274274274274275,5.3702072434425144e-20,1.222253820715111e-18
2.4374374374374375,4.1812751103685194e-20,9.516540512192327e-19
2.4474474474474475,3.255565522156659e-20,7.40963470805194e-19
2.4574574574574575,2.5348025636421135e-20,5.769185392152557e-19
2.4674674674674675,1.97361226272917e-20,4.491921855858534e-19
2.4774774774774775,1.5366661764765672e-20,3.4974369148520503e-19
2.4874874874874875,1.1964573703356472e-20,2.723125060026657e-19
2.4974974974974975,9.315687824357544e-21,2.1202412718454666e-19
2.5075075075075075,7.253249617789449e-21,1.650832389898711e-19
2.5175175175175175,5.6474230362684605e-21,1.2853478590984239e-19
2.5275275275275275,4.397116965663723e-21,1.0007794425394511e-19
2.5375375375375375,3.4236212668252645e-21,7.792127909343501e-20
2.5475475475475475,2.665651760047975e-21,6.066996860117494e-20
2.5575575575575575,2.0754922206789406e-21,4.7237996255860653e-20
2.5675675675675675,1.6159905140877453e-21,3.6779783173078665e-20
2.5775775775775776,1.258219768594122e-21,2.8636956634053924e-20
2.5875875875875876,9.796573508816384e-22,2.2296903747408313e-20
2.5975975975975976,7.6276700548806335e-22,1.736050108516062e-20
2.6076076076076076,5.938949002297905e-22,1.351698878652134e-20
2.6176176176176176,4.624100806422072e-22,1.0524407386554006e-20
2.6276276276276276,3.600352227251007e-22,8.194365815306558e-21
2.6376376376376376,2.803255530733345e-22,6.380181671877568e-21
2.6476476476476476,2.182631330098273e-22,4.967647171685313e-21
2.6576576576576576,1.6994096581271234e-22,3.867839458416387e-21
2.6676676676676676,1.3231704073476006e-22,3.0115226704008055e-21
2.6776776776776776,1.0302283022269587e-22,2.3447893563946508e-21
2.6876876876876876,8.021418471994473e-23,1.8256668561388952e-21
2.6976976976976976,6.245523847846972e-23,1.4214750081981724e-21
2.7077077077077076,4.86280179374893e-23,1.106768845661877e-21
2.7177177177177176,3.7862062272709837e-23,8.617367668534856e-22
2.7277277277277276,2.947962553985565e-23,6.70953341574238e-22
2.7377377377377377,2.2953010739631438e-23,5.224082386706107e-22
2.7477477477477477,1.78713498684495e-23,4.067501432970112e-22
2.7577577577577577,1.391473866951435e-23,3.166980664262762e-22
2.7677677677677677,1.0834097797094809e-23,2.4658298695399386e-22
2.7777777777777777,8.43549259995628e-24,1.9199097153094828e-22
2.7877877877877877,6.567924412035373e-24,1.4948530555465551e-22
2.7977977977977977,5.113824779175726e-24,1.1639014271651112e-22
2.8078078078078077,3.981654207863774e-24,9.062205326005659e-23
2.8178178178178177,3.100139507234847e-24,7.055886645891654e-23
2.8278278278278277,2.4137869494887108e-24,5.493755059466972e-23
2.8378378378378377,1.8793887900608618e-24,4.2774701703849355e-23
2.8478478478478477,1.4633032235734913e-24,3.3304635646257126e-23
2.8578578578578577,1.1393365414567649e-24,2.5931186223330754e-23
2.8678678678678677,8.87094167351486e-25,2.0190174908117588e-23
2.8778778778778777,6.906967635241803e-25,1.572018955513948e-23
2.8878878878878878,5.377805837311503e-25,1.2239832531126736e-23
2.8978978978978978,4.187191420480573e-25,9.530005975090109e-24
2.9079079079079078,3.2601719961892876e-25,7.420118997076876e-24
2.9179179179179178,2.5383891915590728e-25,5.777348521574315e-24
2.9279279279279278,1.976404832430767e-25,4.49827771668971e-24
2.937937937937938,1.5388404877569216e-25,3.5023856256733735e-24
2.947947947947948,1.1981503019538525e-25,2.7269781555307238e-24
2.957957957957958,9.328869090029184e-26,2.123241314785836e-24
2.967967967967968,7.263512629173839e-26,1.653168241069431e-24
2.977977977977978,5.655413877611013e-26,1.2871665666303517e-24
2.987987987987988,4.403338681977804e-26,1.0021954989766724e-24
2.997997997997998,3.4284655319324646e-26,7.803153408486126e-25
3.0080080080080087,2.669423533501446e-26,6.075581378936583e-25
3.0180180180180187,2.0784289457899136e-26,4.730483582693417e-25
3.0280280280280287,1.618277065622139e-26,3.6831824858296446e-25
3.0380380380380387,1.2600000911377279e-26,2.867747659785388e-25
3.0480480480480487,9.810435205400062e-27,2.232845283079178e-25
3.0580580580580587,7.63846285379609e-27,1.7385065388012676e-25
3.0680680680680688,5.9473523393444444e-27,1.3536114697955045e-25
3.0780780780780788,4.630643694330102e-27,1.053929893427566e-25
3.0880880880880888,3.605446558460139e-27,8.205960462406906e-26
3.0980980980980988,2.8072220071323196e-27,6.38920933266168e-26
3.108108108108109,2.18571965207377e-27,4.9746761617466384e-26
3.118118118118119,1.7018142438765316e-27,3.873312271636093e-26
3.128128128128129,1.325042632028878e-27,3.015783835130935e-26
3.138138138138139,1.0316860274330766e-27,2.3481071244470898e-26
3.148148148148149,8.032768406635338e-28,1.8282500899603775e-26
3.158158158158159,6.254360974063304e-28,1.423486329324599e-26
3.168168168168169,4.869682432469279e-28,1.1083348721825775e-26
3.178178178178179,3.7915635332594947e-28,8.629560843614229e-27
3.188188188188189,2.952133784102566e-28,6.719027093949683e-27
3.198198198198199,2.2985488183940748e-28,5.2314742206883985e-27
3.208208208208209,1.7896636998607228e-28,4.073256758611939e-27
3.218218218218219,1.3934427378561797e-28,3.1714617948350752e-27
3.228228228228229,1.084942754236598e-28,2.469318904297621e-27
3.238238238238239,8.447428430259519e-29,1.9226262984002597e-27
3.248248248248249,6.577217720078459e-29,1.496968203202462e-27
3.258258258258259,5.121060603763463e-29,1.165548293635526e-27
3.268268268268269,3.987288063668621e-29,9.075027925713076e-28
3.278278278278279,3.1045260606739335e-29,7.065870397835732e-28
3.288288288288289,2.4172023459312536e-29,5.501528467758207e-28
3.298298298298299,1.8820480379241083e-29,4.283522592039718e-28
3.308308308308309,1.4653737296822585e-29,3.3351760159102513e-28
3.318318318318319,1.1409486497546465e-29,2.5967877647649523e-28
3.328328328328329,8.883493644035764e-30,2.021874306802526e-28
3.338338338338339,6.916740673701256e-30,1.5742432893348977e-28
3.348348348348349,5.385415182837802e-30,1.2257151325767373e-28
3.358358358358359,4.193116101896606e-30,9.543490490992336e-29
3.368368368368369,3.2647849881686414e-30,7.430618120883742e-29
3.378378378378379,2.5419808943879073e-30,5.785523201444992e-29
3.388388388388389,1.9792013534887554e-30,4.5046425707687043e-29
3.398398398398399,1.5410178755867345e-30,3.507341338690615e-29
3.408408408408409,1.1998456289916389e-30,2.730836702985932e-29
3.418418418418419,9.342069006579376e-31,2.1262456026476037e-29
3.428428428428429,7.273790162242538e-31,1.655507397361049e-29
3.438438438438439,5.663416025622867e-31,1.288987847548949e-29
3.448448448448449,4.409569201731389e-31,1.0036135590679702e-29
3.458458458458459,3.4333166514497357e-31,7.814194508197858e-30
3.468468468468469,2.673200643839239e-31,6.0841780444512755e-30
3.478478478478479,2.0813698262305883e-31,4.737176997289781e-30
3.488488488488489,1.6205668525207833e-31,3.688394018008284e-30
3.498498498498499,1.2617829327550764e-31,2.8718053895521525e-30
3.508508508508509,9.824316515640836e-32,2.2360046554663568e-30
3.518518518518519,7.649270924020983e-32,1.7409664448212914e-30
3.528528528528529,5.955767566722715e-32,1.3555267671665557e-30
3.538538538538539,4.63719584012075e-32,1.0554211552846025e-30
3.548548548548549,3.610548097911414e-32,8.217571515394625e-31
3.558558558558559,2.811194095911265e-32,6.398249767166703e-31
3.568568568568569,2.188812343881463e-32,4.981715097502599e-31
3.578578578578579,1.7042222320031358e-32,3.878792828632435e-31
3.588588588588589,1.3269175058211561e-32,3.0200510292113395e-31
3.598598598598599,1.0331458152526895e-32,2.3514295869873047e-31
3.608608608608609,8.044134400906711e-33,1.8308369789377988e-31
3.618618618618619,6.263210604402942e-33,1.425500496377051e-31
3.628628628628629,4.876572806973966e-33,1.1099031145581074e-31
3.638638638638639,3.796928419587277e-33,8.641771271470305e-32
3.648648648648649,2.956310916316501e-33,6.728534205270922e-32
3.658658658658659,2.3018011582325903e-33,5.238876513772632e-32
3.668668668668669,1.7921959908880106e-33,4.079020227772383e-32
3.678678678678679,1.395414394621874e-33,3.175949265999126e-32
3.688688688688689,1.0864778978515063e-33,2.4728128758775157e-32
3.698698698698699,8.459381149208486e-34,1.9253467253300027e-32
3.708708708708709,6.586524177720958e-34,1.499086343694117e-32
3.718718718718719,5.128306666707159e-34,1.1671974903455476e-32
3.728728728728729,3.9929298911178925e-34,9.08786866880382e-33
3.738738738738739,3.108918820882478e-34,7.075868276325338e-33
3.748748748748749,2.420622575001262e-34,5.5093128750613266e-33
3.758758758758759,1.8847110484996585e-34,4.289583577590181e-33
3.768768768768769,1.4674471654610512e-34,3.339895135094603e-33
3.778778778778779,1.142563039110923e-34,2.6004620988630367e-33
3.788788788788789,8.896063375012446e-35,2.0247351650552983e-33
3.7987987987987992,6.926527540556538e-35,1.576470770484943e-33
3.8088088088088092,5.393035295234773e-35,1.227449462569845e-33
3.8188188188188192,4.199049166461772e-35,9.556994086858579e-34
3.8288288288288292,3.269404507317569e-35,7.441132100463381e-34
3.8388388388388393,2.5455776793095444e-35,5.793709448108178e-34
3.8488488488488493,1.982001831494218e-35,4.511016430820736e-34
3.8588588588588593,1.5431983443192355e-35,3.5123040638117184e-34
3.8688688688688693,1.201543354838508e-35,2.734700710106664e-34
3.8788788788788793,9.355287600398841e-36,2.1292541414372227e-34
3.8888888888888893,7.284082237543421e-36,1.6578498634502249e-34
3.8988988988988993,5.671429496302638e-36,1.2908117054954967e-34
3.9089089089089093,4.415808537381283e-36,1.0050336256484658e-34
3.9189189189189193,3.438174635075971e-36,7.82525123055311e-35
3.9289289289289293,2.676983098612759e-36,6.092786873848461e-35
3.9389389389389393,2.0843148678805032e-36,4.743879882756962e-35
3.9489489489489493,1.6228598793615906e-36,3.6936129242629346e-35
3.9589589589589593,1.2635682970105404e-36,2.875868860818103e-35
3.9689689689689693,9.838217467290987e-37,2.2391684982187518e-35
3.9789789789789793,7.660094287163289e-37,1.7434298314940975e-35
3.9889889889889893,5.964194701257068e-37,1.3574447745944436e-35
3.9989989989989994,4.643757256893491e-37,1.0569145272079176e-35
4.009009009009009,3.6156568558041083e-37,8.229198997483149e-36
4.019019019019019,2.815171805011357e-37,6.407302993466748e-36
