x,p,pconv
-3.118118118118118,4.41221442864539e-53,1.1839619241796807e-47
-3.108108108108108,7.278153587471458e-53,1.9530004412191651e-47
-3.098098098098098,1.200565396344226e-52,3.2215653607652706e-47
-3.088088088088088,1.980388643323394e-52,5.314122390675893e-47
-3.078078078078078,3.2667434781534996e-52,8.765892856625e-47
-3.068068068068068,5.388645803456881e-52,1.4459749310375989e-46
-3.058058058058058,8.888822703497575e-52,2.3852031223596217e-46
-3.048048048048048,1.466252782907506e-51,3.934503851205544e-46
-3.038038038038038,2.4186523852456453e-51,6.4901476985477566e-46
-3.028028028028028,3.9896799711809235e-51,1.0705801478897645e-45
-3.018018018018018,6.581163283133629e-51,1.7659719104884628e-45
-3.008008008008008,1.085593593273768e-50,2.913053072001665e-45
-2.997997997997998,1.7907372892226745e-50,4.8052169742332863e-45
-2.987987987987988,2.953904719852048e-50,7.9264296251196e-45
-2.977977977977978,4.872603673625294e-50,1.3075015538085757e-44
-2.967967967967968,8.037587130236289e-50,2.1567848250290205e-44
-2.957957957957958,1.3258375029725023e-49,3.557717211062293e-44
-2.947947947947948,2.1870308287863727e-49,5.868620553614354e-44
-2.937937937937938,3.607609405631067e-49,9.680563450972336e-44
-2.9279279279279278,5.950920056677998e-49,1.5968541137079557e-43
-2.9179179179179178,9.81632032162243e-49,2.6340853746585358e-43
-2.9079079079079078,1.6192478430047598e-48,4.345046739979754e-43
-2.8978978978978978,2.671024876093502e-48,7.167357350767743e-43
-2.8878878878878878,4.4059801713068805e-48,1.1822890400908263e-42
-2.8778778778778777,7.267869889082173e-48,1.9502409408527105e-42
-2.8678678678678677,1.1988690523080315e-47,3.2170134361440766e-42
-2.8578578578578577,1.9775904446790612e-47,5.306613778606506e-42
-2.8478478478478477,3.262127718917165e-47,8.753507050641753e-42
-2.8378378378378377,5.381031893211181e-47,1.443931834544702e-41
-2.8278278278278277,8.87626320325895e-47,2.3818329393574586e-41
-2.8178178178178177,1.4641810347366544e-46,3.928944577080423e-41
-2.8078078078078077,2.4152349399637192e-46,6.480977416465637e-41
-2.7977977977977977,3.984042735719993e-46,1.069067467068977e-40
-2.7877877877877877,6.5718644001901745e-46,1.7634766728882627e-40
-2.7777777777777777,1.0840596991407978e-45,2.9089370611447143e-40
-2.7677677677677677,1.7882070592741485e-45,4.798427422259086e-40
-2.7577577577577577,2.949730987483727e-45,7.915229942316894e-40
-2.7477477477477477,4.86571890732463e-45,1.3056541138691245e-39
-2.7377377377377377,8.026230386958975e-45,2.1537373866416938e-39
-2.7277277277277276,1.3239641551748718e-44,3.552690319239604e-39
-2.7177177177177176,2.1839406541780737e-44,5.86032846098268e-39
-2.7077077077077076,3.6025120184176786e-44,9.666885257241982e-39
-2.6976976976976976,5.942511678609749e-44,1.594597831825498e-38
-2.6876876876876876,9.802450309638216e-44,2.6303635324084104e-38
-2.6776776776776776,1.6169599198062683e-43,4.338907387515624e-38
-2.6676676676676676,2.6672508400160955e-43,7.157230202397189e-38
-2.6576576576576576,4.399754722689069e-43,1.1806185197107318e-37
