f,S
455.333333333333,1.884974836311831e-05
456,2.14384509982418e-05
456.666666666667,1.968774810889178e-05
457.333333333333,3.057702086261117e-05
458,2.372668717375222e-05
458.666666666667,2.378602900441798e-05
459.333333333333,2.181870808709742e-05
460,3.130158689870894e-05
460.666666666667,1.872295290394397e-05
461.333333333333,2.060778647099279e-05
462,1.941379266415159e-05
462.666666666667,2.256730276332372e-05
463.333333333333,2.305643073913519e-05
464,2.133468095459021e-05
464.666666666666,2.785886919588196e-05
465.333333333333,2.069080910360392e-05
466,2.241450568884019e-05
466.666666666666,1.731207372089642e-05
467.333333333333,1.901750384608503e-05
468,2.839379696761972e-05
468.666666666666,3.364061464898612e-05
469.333333333333,2.244613080781175e-05
470,1.322042919887954e-05
470.666666666666,2.880986970209682e-05
471.333333333333,1.228771194205042e-05
472,2.689699760576761e-05
472.666666666666,2.847679964050608e-05
473.333333333333,2.061895947641359e-05
474,2.536167189280725e-05
474.666666666666,1.774458966929927e-05
475.333333333333,3.141259491747266e-05
476,2.010638259339609e-05
476.666666666666,3.14582387520077e-05
477.333333333333,2.043791635338783e-05
478,3.720243876956376e-05
478.666666666666,2.058176224637454e-05
479.333333333333,1.765430492998911e-05
480,2.218329315483934e-05
480.666666666666,3.061541666358842e-05
481.333333333333,1.946579371056935e-05
482,1.39255065358116e-05
482.666666666666,2.604645149929267e-05
483.333333333333,1.363089778520828e-05
484,1.972033055211786e-05
484.666666666666,3.227984330349235e-05
485.333333333333,2.258784060170787e-05
486,1.950446283527306e-05
486.666666666666,2.432544908645242e-05
487.333333333333,2.151252508273365e-05
488,2.306180188832403e-05
488.666666666666,2.997668140034471e-05
489.333333333333,1.44612491555031e-05
490,1.915413611399946e-05
490.666666666666,2.912576835922602e-05
491.333333333333,2.12920594744932e-05
492,2.027271771877689e-05
492.666666666666,2.214969712405997e-05
493.333333333333,1.989681748808555e-05
494,2.224047212520034e-05
494.666666666666,2.163772508524023e-05
495.333333333333,1.537732381472862e-05
496,2.928421256935814e-05
496.666666666666,2.428707138950309e-05
497.333333333333,1.998570026375216e-05
498,2.80320561750153e-05
498.666666666666,1.648821463346027e-05
499.333333333333,2.42727618726542e-05
500,1.400477512531622e-05
500.666666666666,2.264621957993804e-05
501.333333333333,1.817989630673609e-05
502,2.280338839547428e-05
502.666666666666,2.666830916050984e-05
503.333333333333,1.280167242346959e-05
504,1.813442886237443e-05
504.666666666666,2.398317885660309e-05
505.333333333333,2.408165935087186e-05
506,1.430117938028969e-05
506.666666666666,1.440904275128511e-05
507.333333333333,2.537793310941703e-05
508,1.793904040758568e-05
508.666666666666,1.872434986582477e-05
509.333333333333,2.477403825980284e-05
510,2.024917438999619e-05
510.666666666666,2.171094857436651e-05
511.333333333333,1.570953870468216e-05
512,1.326570162458326e-05
512.666666666667,3.58564758042079e-05
513.333333333333,2.01449232527502e-05
514,2.126692623705333e-05
514.666666666667,2.093738688488616e-05
515.333333333333,1.406352983175756e-05
516,2.060284458421296e-05
516.666666666667,2.366479497378701e-05
517.333333333333,2.622068941331277e-05
518,1.458267560219516e-05
518.666666666667,1.834372435166651e-05
519.333333333333,2.598551370030257e-05
520,2.615063053383337e-05
520.666666666667,2.44102375013957e-05
521.333333333333,1.661957729186813e-05
522,2.569695636356846e-05
522.666666666667,2.184058755885952e-05
523.333333333333,2.783127574016768e-05
524,2.302339107748204e-05
524.666666666667,2.6025681927937e-05
525.333333333333,1.688909931538584e-05
526,1.515296627221411e-05
526.666666666667,2.806007336750003e-05
527.333333333333,2.380389830658466e-05
528,1.673901020384546e-05
528.666666666667,2.099084872035344e-05
529.333333333333,2.146659197916674e-05
530,2.219477096668767e-05
530.666666666667,1.76226212730681e-05
531.333333333333,1.323460389732199e-05
532,3.123060555007409e-05
532.666666666667,2.286968541241102e-05
533.333333333333,1.769456643847276e-05
534,1.901155310359505e-05
534.666666666667,2.359479443802382e-05
535.333333333333,2.039799623358678e-05
536,2.22154006363609e-05
536.666666666666,1.946189444954086e-05
537.333333333333,2.562922885354018e-05
538,2.346094076186516e-05
538.666666666666,1.557731374882562e-05
539.333333333333,2.699154191858511e-05
540,1.349593950248757e-05
540.666666666666,1.670302848833247e-05
541.333333333333,1.648182994317633e-05
542,2.232463948412711e-05
542.666666666666,1.498012138795407e-05
543.333333333333,2.245883360138218e-05
544,1.738689300448074e-05
544.666666666666,2.187752806766285e-05
545.333333333333,1.44066059413151e-05
546,1.651566897852571e-05
546.666666666666,1.416453473585822e-05
547.333333333333,1.446944455627504e-05
548,1.820850693784599e-05
548.666666666666,2.067524889717287e-05
549.333333333333,1.732523685198987e-05
550,1.066778655089409e-05
550.666666666666,1.734991701575005e-05
551.333333333333,1.918382055944046e-05
552,1.292073125017743e-05
552.666666666666,1.985635947229347e-05
553.333333333333,2.509563504268408e-05
554,1.271317397034737e-05
554.666666666666,1.443946856321922e-05
555.333333333333,1.647573972473173e-05
556,2.185014775405791e-05
556.666666666666,1.448399120632701e-05
557.333333333333,1.525016054320684e-05
558,2.264696241058475e-05
558.666666666666,1.799761730293076e-05
559.333333333333,1.715465335236819e-05
560,1.764187952299278e-05
560.666666666666,1.769786184336533e-05
561.333333333333,1.427167941129881e-05
562,2.086370558863744e-05
562.666666666666,1.412347971867141e-05
563.333333333333,2.281666222843525e-05
564,1.909842557583186e-05
564.666666666666,2.099146586691352e-05
565.333333333333,1.982434292084334e-05
