x,i,t,s
0.40881763527054105,0.38739373324801907,0.5236635605061087,1.3159514069309517
0.42885771543086193,0.38921533791189467,0.560531184805998,1.4370457646872834
0.4488977955911819,0.3907773334307354,0.5996518919627998,1.5451125310459741
0.4689378757515028,0.39202653831826134,0.6398234556216561,1.6312866622997175
0.4889779559118237,0.39290734998150767,0.679230979379509,1.6863557636623887
0.5090180360721437,0.39336216355373305,0.7154135935614795,1.701888712469058
0.5290581162324646,0.3933319028505924,0.7453452696523153,1.6716165226924793
0.5490981963927855,0.3927566713728297,0.7656717151970975,1.5928408974555799
0.5691382765531063,0.3915765288389728,0.7731184200542794,1.4675445575183366
0.5891783567134263,0.38973239548650457,0.7650360182175571,1.3028441405303923
0.6092184368737472,0.3871670822835698,0.7399872897961485,1.1105067974338791
0.6292585170340681,0.38382644023757206,0.69822699598535,0.9054596293081419
0.649298597194389,0.3796606162136611,0.6419104418193256,0.7035157173474756
0.669338677354709,0.3746253961887801,0.5749124212737831,0.5188230871105997
0.6893787575150299,0.3686836098405905,0.5022453050992383,0.3616893302198642
0.7094188376753507,0.3615856349283617,0.42920083847099005,0.23735553267643375
0.7294589178356707,0.34969584746418947,0.36125481514239466,0.14637095562741337
0.7494989979959916,0.34022522994036575,0.3138906776584556,0.08868956044685097
0.7695390781563125,0.3324743349234314,0.2839790546041875,0.05373906386372231
0.7895791583166334,0.32490001815019015,0.2643411253706562,0.0325617465054396
0.8096192384769534,0.31749825687539496,0.2507449097874968,0.019729918224353132
0.8296593186372743,0.310265119998589,0.24070446866415063,0.011954815540211388
0.8496993987975952,0.3031967659763223,0.23276537283468757,0.007243700302015083
0.869739478957916,0.2962894407818653,0.2260804615734922,0.004389126196796642
0.889779559118236,0.28953947591145335,0.22015862611964998,0.002659473469111898
0.9098196392785569,0.2829432864359058,0.2147165275629198,0.0016114367224328
0.9298597194388778,0.27649736909668904,0.20959140816311397,0.0009764069243646614
0.9498997995991978,0.27019830044530924,0.20469005837320398,0.000591627625630852
0.9699398797595187,0.2640427350250925,0.199959105791438,0.00035848091474499546
0.9899799599198396,0.25802740359443277,0.19536782451123805,0.0002172119094326945
1.0100200400801604,0.25214911139046076,0.1908982589896574,0.00013161373913855127
1.0300601202404804,0.24640473643231214,0.18653959537837367,7.974782034407028e-05
1.0501002004008013,0.24079122786301108,0.18228498205609123,4.8321055926653906e-05
1.0701402805611222,0.2353056043291772,0.17812975113494212,2.9278849701381582e-05
1.090180360721443,0.229944952397597,0.1740704341125013,1.7740734828669843e-05
1.110220440881763,0.22470642500790497,0.17010422317266946,1.0749523136024515e-05
1.130260521042084,0.2195872399604804,0.16622867981759268,6.513385649910404e-06
1.1503006012024048,0.2145846784388355,0.16244157912758805,3.946611592683957e-06
1.1703406813627248,0.20969608356563144,0.15874082744277265,2.391343596202079e-06
1.1903807615230457,0.20491885899159032,0.15512441925162745,1.4489706070131885e-06
1.2104208416833666,0.2002504675165895,0.15159041471790471,8.77964932903247e-07
1.2304609218436875,0.1956884297421261,0.14813692791154873,5.31979337384024e-07
1.2505010020040075,0.19123032275451363,0.14476212050863274,3.2233863198581577e-07
1.2705410821643284,0.18687377883804732,0.14146419824499815,1.953124611595211e-07
1.2905811623246493,0.18261648421752374,0.1382414087383964,1.1834435496973895e-07
1.3106212424849701,0.17845617782936982,0.13509203998432492,7.170759238840731e-08
1.3306613226452901,0.1743906501207973,0.1320144191831996,4.3449295130781006e-08
1.350701402805611,0.17041774187628375,0.1290069117330062,2.6326936722907777e-08
1.370741482965932,0.166535343070828,0.12606792030854902,1.595210221767138e-08
1.390781563126252,0.1627413917492968,0.12319588399024696,9.665749108654205e-09
1.4108216432865728,0.15903387293130683,0.12038927742539492,5.8567018037253775e-09
1.4308617234468937,0.15541081754107874,0.11764661001400226,3.5487116034336966e-09
1.4509018036072145,0.15187030136164006,0.11496642511545974,2.1502467542968425e-09
1.4709418837675345,0.14841044401287729,0.11234729927425381,1.302884432730598e-09
1.4909819639278554,0.14502940795284636,0.10978784146369543,7.894479280852596e-10
1.5110220440881763,0.14172539750186455,0.10728669234705522,4.783448289822156e-10
1.5310621242484972,0.1384966578888057,0.10484252355556675,2.898402380623051e-10
1.5511022044088172,0.13534147431914526,0.10245403698291672,1.7562092973547975e-10
1.571142284569138,0.1322581710642133,0.10011996409580225,1.0641279888309877e-10
1.591182364729459,0.12924511057122645,0.09783906526022199,6.447798552934754e-11
1.611222444889779,0.1263006925935687,0.09561012908309177,3.90687084782914e-11
1.6312625250500998,0.12342335334088991,0.0934319717688657,2.367263756196217e-11
1.6513026052104207,0.12061156464858479,0.09130343649083017,1.434380072869329e-11
1.6713426853707416,0.11786383316616816,0.08922339277670027,8.691241895033198e-12
1.6913827655310616,0.11517869956415953,0.08719073590822622,5.2662252569415934e-12
1.7114228456913825,0.11255473775901785,0.08520438633446713,3.1909281540878137e-12
1.7314629258517034,0.10999055415575726,0.08326328909844918,1.933457455343184e-12
1.7515030060120242,0.10748478690779227,0.0813664132768649,1.1715267630934103e-12
1.7715430861723442,0.1050361051936658,0.07951275143255193,7.098552661974876e-13
1.7915831663326651,0.10264320851023448,0.0777013190794324,4.3011778716669213e-13
1.811623246492986,0.10030482598197885,0.07593115415965944,2.6061835369367103e-13
1.831663326653306,0.09801971568603143,0.07420131653265871,1.5791471152453807e-13
1.8517034068136269,0.09578666399258258,0.07251088747581316,9.568419016716058e-14
1.8717434869739478,0.09360448492032798,0.07085896919653563,5.797727241215711e-14
1.8917835671342687,0.09147201950658124,0.06924468435544119,3.51297754674117e-14
1.9118236472945886,0.08938813519175157,0.06766717560039255,2.1285946596756694e-14
1.9318637274549095,0.08735172521782784,0.06612560511115134,1.2897649258825387e-14
1.9519038076152304,0.08536170804058875,0.06461915415441977,7.814985142780827e-15
1.9719438877755513,0.0834170267551799,0.06314702264899955,4.735280945874254e-15
1.9919839679358713,0.08151664853479554,0.06170842874087043,2.869216668578522e-15
