x,i,t,m,s
1.4509018036072145,0.004260438385575998,0.001271135378464082,2.021460727747407e-09,2.150223223770148e-09
1.4709418837675345,0.003748060692460073,0.0011182634544400888,1.22473450097466e-09,1.302870175026435e-09
1.4909819639278554,0.003297303630049981,0.000983776531419126,7.420249717780706e-10,7.894392890041675e-10
1.5110220440881763,0.002900756450025562,0.0008654635541782642,4.4956761070754944e-10,4.783395943580889e-10
1.5310621242484972,0.002551899650878473,0.0007613793780334256,2.723776275380754e-10,2.898370662793932e-10
1.5511022044088172,0.0022449977929365345,0.0006698127893397275,1.650242526800531e-10,1.7561900787698357e-10
1.571142284569138,0.0019750052038899,0.0005892583719857075,9.99825111238919e-11,1.0641163438345096e-10
1.591182364729459,0.0017374830245556786,0.0005183917573410969,6.057594927831378e-11,6.447727993138908e-11
1.611222444889779,0.0015285262310567008,0.0004560478507477973,3.670086834536915e-11,3.906828093975111e-11
1.6312625250500998,0.0013446994336107766,0.0004012016765822925,2.2235780244798864e-11,2.3672378506218786e-11
1.6513026052104207,0.00118298039641956,0.0003529515269691741,1.3471883813896828e-11,1.4343643760673018e-11
1.6713426853707416,0.0010407103500855966,0.00031050413709903896,8.1621431201185e-12,8.691146784385981e-12
1.6913827655310616,0.0009155502796609111,0.00027316164342318106,4.9451560879230646e-12,5.2661676271440766e-12
1.7114228456913825,0.0008054424696729626,0.0002403101103089373,2.99609599381017e-12,3.1908932348262673e-12
1.7314629258517034,0.0007085766739027774,0.00021140943652630422,1.8152287652031263e-12,1.9334362969341497e-12
1.7515030060120242,0.0006233603537233168,0.00018598447562157008,1.099782811654728e-12,1.1715139427113756e-12
1.7715430861723442,0.0005483924956967772,0.00016361722419106514,6.663193311603234e-13,7.098474980238287e-13
1.7915831663326651,0.00048244057797428936,0.00014393994962493448,4.0369913797413094e-13,4.3011308024595403e-13
1.811623246492986,0.0004244203068104354,0.00012662914433650524,2.4458687971433767e-13,2.606155016587096e-13
1.831663326653306,0.00037337779004706145,0.00011140020708064835,1.481864247124973e-13,1.5791298340887946e-13
1.8517034068136269,0.00032847385448663734,9.800276391849106e-05,8.97808301505219e-14,9.56831430608756e-14
1.8717434869739478,0.0002889702493223011,8.621655190201122e-05,5.439497155364157e-14,5.797663794561085e-14
1.8917835671342687,0.00025421750879959154,7.584779780348321e-05,3.2955950497583157e-14,3.512939102907475e-14
1.9118236472945886,0.00022364427456402603,6.672603235370168e-05,1.996681965090539e-14,2.1285713656444912e-14
1.9318637274549095,0.00019674790214665425,5.870128761289677e-05,1.2097174228233973e-14,1.2897508114762203e-14
1.9519038076152304,0.00017308619715202125,5.164163139726817e-05,7.329240855971663e-15,7.814899620243122e-15
1.9719438877755513,0.00015227014528580417,4.5430998225418914e-05,4.4405229042527185e-15,4.73522912573886e-15
1.9919839679358713,0.0001339575166990115,3.9967281124028155e-05,2.6903535811210457e-15,2.8691852695285432e-15
2.012024048096192,0.00011784723949980147,3.516065292074794e-05,1.6299895675146546e-15,1.7385059713651838e-15
2.032064128256513,0.00010367444992973566,3.0932089425268536e-05,9.875535066258634e-16,1.053401132569229e-15
2.052104208416833,9.120613782600913e-05,2.721207021864626e-05,5.983247645388425e-16,6.382802040229913e-16
2.072144288577154,8.023731577813614e-05,2.393943569100112e-05,3.625050979954352e-16,3.86748795165967e-16
2.092184368737475,7.058764899750474e-05,2.1060381536531625e-05,2.1963038954387842e-16,2.343400744995332e-16
2.1122244488977957,6.209849049253248e-05,1.8527574174649843e-05,1.3306763995305803e-16,1.419920920319351e-16
2.1322645290581157,5.4630272805764236e-05,1.6299372554182644e-05,8.062225637261224e-17,8.603630532534391e-17
2.1523046092184366,4.806021343129201e-05,1.433914354657049e-05,4.88473488756076e-17,5.213139498198758e-17
2.1723446893787575,4.2280296188043894e-05,1.2614659672675068e-05,2.959594027333571e-17,3.158762260293629e-17
2.1923847695390783,3.7195495361341666e-05,1.1097569261413397e-05,1.7932075871389932e-17,1.9139673934493206e-17
2.2124248496993983,3.272221341644346e-05,9.762930329277238e-06,1.0865241338476907e-17,1.1597172820618311e-17
2.2324649298597192,2.8786906599020762e-05,8.588800517400848e-06,6.583592957829988e-18,7.026996274419268e-18
2.25250501002004,2.5324875826533083e-05,7.555876344471092e-06,3.9894000654731815e-18,4.25782019501447e-18
2.27254509018036,2.2279202991930636e-05,6.6471758445515715e-06,2.4175867692852364e-18,2.579912113952476e-18
2.292585170340681,1.9599815191812257e-05,5.847759372176679e-06,1.4652067867148681e-18,1.5632286500759291e-18
2.312625250501002,1.7242661494324264e-05,5.144483984564607e-06,8.881285661223835e-19,9.471965340223957e-19
2.3326653306613228,1.5168988712304358e-05,4.5257873628255315e-06,5.384406322400267e-19,5.739283719118434e-19
2.3527054108216428,1.3344704274903383e-05,3.981497719687273e-06,3.2652780495278375e-19,3.477565259730915e-19
2.3727454909819636,1.1739815722861636e-05,3.502666568492448e-06,1.9809458306992716e-19,2.1071375327554812e-19
2.3927855711422845,1.0327937612371503e-05,3.0814216040787616e-06,1.2024445876378411e-19,1.2767635544790182e-19
2.4128256513026045,9.085857720689961e-06,2.7108372768037246e-06,7.304588286765498e-20,7.736206814721821e-20
2.4328657314629254,7.993155421633506e-06,2.384820931865133e-06,4.4422387470560714e-20,4.6875473277875253e-20
2.4529058116232463,7.0318659567935286e-06,2.098012641971606e-06,2.7056691766582798e-20,2.8402937610759523e-20
2.472945891783567,6.1861850828626065e-06,1.8456970865440268e-06,1.6515005751228748e-20,1.7209999355920173e-20
2.492985971943887,5.442209239278901e-06,1.6237260286839012e-06,1.0110606931356866e-20,1.0427938190399542e-20
2.513026052104208,4.7877069643682215e-06,1.4284501153773923e-06,6.2153157126463666e-21,6.318529864754622e-21
2.533066132264529,4.211917801914078e-06,1.2566588796852492e-06,3.842336655039307e-21,3.828543948270738e-21
2.55310621242485,3.705375392042532e-06,1.1055279585136728e-06,2.393510945626646e-21,2.3198036691418745e-21
2.57314629258517,3.259751837919331e-06,9.725726581914978e-07,1.5061802235844679e-21,1.4056229041839337e-21
2.5931863727454907,2.8677207895421697e-06,8.55607104440282e-07,9.604018876258667e-22,8.51699553306287e-22
2.6132264529058116,2.5228369936349063e-06,7.52708305135731e-07,6.22729738874589e-22,5.160645340531431e-22
2.6332665330661316,2.21943032936241e-06,6.621845350278629e-07,4.1214876028997965e-22,3.1269548313561087e-22
2.6533066132264524,1.952512587742107e-06,5.825475226435609e-07,2.794327657491388e-22,1.8946945337526324e-22
2.6733466933867733,1.7176954621443729e-06,5.124879821058817e-07,1.9463491354752557e-22,1.1480394088951989e-22
2.693386773547094,1.5111184015890531e-06,4.5085408759631966e-07,1.3950601512809084e-22,6.956237329539332e-23
2.713426853707414,1.3293851406991527e-06,3.9663253656613116e-07,1.0289875939032873e-22,4.214945707433823e-23
2.733466933867735,1.1695078628208513e-06,3.4893189036302293e-07,7.798129707235398e-23,2.5539334664693928e-23
2.753507014028056,1.0288580783146662e-06,3.069679183820887e-07,6.054731566294526e-23,1.5474875843948654e-23
2.773547094188377,9.051234104233598e-07,2.7005070478882926e-07,4.7990669685594946e-23,9.376586568508868e-24
2.793587174348697,7.962695782477676e-07,2.3757330584028895e-07,3.868284287991486e-23,5.6814915068363664e-24
2.8136272545090177,7.00506951804837e-07,2.0900177132297146e-07,3.159464736381973e-23,3.44254761649216e-24
2.8336673346693386,6.16261129310927e-07,1.8386636605336984e-07,2.6066049881655522e-23,2.085919529679058e-24
2.8537074148296586,5.421470529608571e-07,1.6175384711659015e-07,2.1665875503472243e-23,1.2639070737764014e-24
2.8737474949899795,4.769462376489457e-07,1.4230066987576212e-07,1.8106079841039537e-23,7.658306413132606e-25
2.8937875751503004,4.1958673825698994e-07,1.2518701105448895e-07,1.5189182035062584e-23,4.640345665776604e-25
2.9138276553106213,3.691255261577769e-07,1.1013151062773824e-07,1.2775874977041599e-23,2.811693178137471e-25
2.9338677354709413,3.2473298519221734e-07,9.688664607439669e-08,1.0764934892637356e-23,1.7036701783425797e-25
2.953907815631262,2.8567927222343687e-07,8.523466294106141e-08,9.080647273722615e-24,1.0322933167609737e-25
2.973947895791583,2.5132231802631456e-07,7.498399481284349e-08,7.664842541573346e-24,6.25490488344438e-26
2.993987975951904,2.2109727123891063e-07,6.596611383305989e-08,6.471772825151128e-24,3.789992094852906e-26
3.014028056112224,1.945072118273829e-07,5.8032759992282475e-08,5.464751724389411e-24,2.296444206060858e-26
3.034068136272545,1.7111498138744787e-07,5.105350363437599e-08,4.613898149683212e-24,1.391468863144151e-26
3.0541082164328657,1.5053599596714055e-07,4.4913601105511264e-08,3.894580085787035e-24,8.43123291212387e-27
3.0741482965931857,1.324319232487825e-07,3.951210829156013e-08,3.2863091419733814e-24,5.108679777271952e-27
3.0941883767535066,1.165051201388364e-07,3.4760221029178746e-08,2.771931245450898e-24,3.095467690042985e-27
3.1142284569138274,1.0249373931590586e-07,3.0579815105828035e-08,2.3370165878062497e-24,1.8756157437639748e-27
3.1342685370741483,9.016742428520139e-08,2.690216184533633e-08,1.9693873595665197e-24,1.1364791270705795e-27
3.1543086172344683,7.932352216332831e-08,2.3666798162385e-08,1.6587436479978246e-24,6.886190897903052e-28
3.174348697394789,6.978375192900649e-08,2.0820532508845955e-08,1.3963614320222409e-24,4.172502948170427e-28
3.19438877755511,6.139127336355734e-08,1.8316570369070195e-08,1.1748451057864021e-24,2.5282164131975963e-28
3.214428857715431,5.400810849255089e-08,1.611374492667574e-08,9.879223556526638e-25,1.5319050247200906e-28
3.234468937875751,4.75128731353972e-08,1.4175840254485038e-08,8.302726947213298e-25,9.282168221487863e-29
3.254509018036072,4.179878126803281e-08,1.247099590040065e-08,6.973832500804382e-25,5.624281238175293e-29
3.2745490981963927,3.677188938909292e-08,1.0971183080212956e-08,5.854269442697528e-25,3.4078825864049254e-29
3.2945891783567127,3.234955202576314e-08,9.651743865595168e-09,4.911592859175464e-25,2.064915183098124e-29
3.3146292585170336,2.8459062986791594e-08,8.490985791228183e-09,4.1183075282561086e-25,1.2511800525049952e-29
3.3346693386773545,2.5036460023964717e-08,7.469825216128888e-09,3.451123180228337e-25,7.581190436295084e-30
3.3547094188376754,2.202547324985696e-08,6.57147357579588e-09,2.890321007158673e-25,4.593619304935402e-30
3.3747494989979954,1.937660002315908e-08,5.781161366954206e-09,2.4192146105224662e-25,2.7833805912132815e-30
3.3947895791583163,1.7046291092061863e-08,5.0858953270181074e-09,2.023691269050755e-25,1.6865149245648058e-30
3.414829659318637,1.4996234615361117e-08,4.474244816143566e-09,1.691821601097153e-25,1.021898550187094e-30
3.434869739478958,1.3192726290100893e-08,3.936153889845209e-09,1.4135275063827689e-25,6.191920579321006e-31
3.454909819639278,1.1606115230235048e-08,3.462775972526623e-09,1.1802997837287862e-25,3.75182844261786e-31
3.474949899799599,1.0210316486181152e-08,3.0463284138464005e-09,9.849580937867245e-26,2.2733199630896284e-31
3.49498997995992,8.982382190760844e-09,2.6799645367287677e-09,8.214470128753091e-26,1.377457347430227e-31
3.5150300601202398,7.902124280877851e-09,2.3576610734019754e-09,6.846628394602658e-26,8.346333885225881e-32
3.5350701402805607,6.951782592224487e-09,2.074119138837481e-09,5.70306594949755e-26,5.057237485692547e-32
3.5551102204408815,6.115732870274003e-09,1.8246771135277629e-09,4.7475932649839713e-26,3.0642976111901563e-32
3.5751503006012024,5.380229897060405e-09,1.605234003336076e-09,3.949763887306371e-26,1.8567290692815492e-32
3.5951903807615224,4.73318151057929e-09,1.4121820164031928e-09,3.283978680753064e-26,1.1250352524917302e-32
3.6152304609218433,4.16394980153719e-09,1.2423472486303964e-09,2.728727297913113e-26,6.816849804795876e-33
3.635270541082164,3.6631762189909905e-09,1.092937502568279e-09,2.2659462394151416e-26,4.130487569898356e-33
3.655310621242485,3.2226277094952267e-09,9.61496381818401e-10,1.880475911921736e-26,2.5027583199913545e-33
3.675350701402805,2.8350613601841145e-09,8.458629062297618e-10,1.5596016976412272e-26,1.5164793749615785e-33
3.695390781563126,2.494105320427427e-09,7.441359839361106e-10,1.292666274565138e-26,9.188700628080362e-34
3.715430861723447,2.194154044334458e-09,6.546431561311957e-10,1.070742328206602e-26,5.567647053203152e-34
3.735470941883767,1.930276131821216e-09,5.759131007246382e-10,8.863564192471119e-27,3.373566618800396e-34
3.7555110220440877,1.698133253086527e-09,5.066514428202334e-10,7.332561570816135e-27,2.044122341579889e-34
3.7755511022044086,1.4939088235616726e-09,4.457194743249213e-10,6.0621401101802306e-27,1.2385811870618195e-34
3.7955911823647295,1.3142452567011386e-09,3.921154328242517e-10,5.0086209823167315e-27,7.504850985375856e-35
3.8156312625250495,1.1561887630086383e-09,3.4495803193662516e-10,4.135531457317938e-27,4.547363459177562e-35
3.8356713426853704,1.0171407877573933e-09,3.034719723743211e-10,3.412435542148341e-27,2.7553531003023366e-35
3.8557114228456912,8.948152890083218e-10,2.669751955034396e-10,2.8139511333053596e-27,1.6695324170808138e-35
3.875751503006012,7.872011535476967e-10,2.348676698426139e-10,2.3189244649292903e-27,1.0116084546034316e-35
3.895791583166332,6.925291328376888e-10,2.0662152614320277e-10,1.9097371257379078e-27,6.129570501029814e-36
3.915831663326653,6.092427553840674e-10,1.8177237886488984e-10,1.5717247330391557e-27,3.7140490825397956e-36
3.935871743486974,5.359727373013794e-10,1.5991169136608183e-10,1.2926895898038408e-27,2.2504285716587744e-36
3.955911823647294,4.71514470367804e-10,1.4068005928760516e-10,1.0624923968961707e-27,1.3635869218709901e-36
3.9759519038076148,4.1480821745829454e-10,1.2376130170405738e-10,8.727104202106063e-28,8.262289756333024e-37
3.9959919839679356,3.649216897557901e-10,1.0887726289742936e-10,7.163514841282131e-28,5.006313196663397e-37
4.016032064128256,3.210347192979971e-10,9.578323929060449e-11,5.87614831736168e-28,3.0334414021096126e-37
4.0360721442885765,2.8242577486613966e-10,8.426395635646897e-11,4.816913041759573e-28,1.838032575781511e-37
4.056112224448897,2.4846009952805e-10,7.413002936038139e-11,3.94596485115539e-28,1.1137066129856576e-37
4.076152304609218,2.1857927480856925e-10,6.521484974814171e-11,3.230314647577233e-28,6.748206947750115e-38
4.096192384769539,1.922920399154321e-10,5.737184598965895e-11,2.6426672917558703e-28,4.0888952690674777e-38
4.11623246492986,1.6916621508247318e-10,5.047207384472882e-11,2.160453990773255e-28,2.477556579229704e-38
4.136272545090179,1.4882159624452736e-10,4.440209643327591e-11,1.7650264774020753e-28,1.501209055101221e-38
4.1563126252505,1.3092370422764555e-10,3.906211925697826e-11,1.4409863814525567e-28,9.096174214590132e-39
4.176352705410821,1.151782856872746e-10,3.436434951082432e-11,1.1756274901049412e-28,5.511583150995272e-39
4.196392785571142,1.013264753859448e-10,3.023155271052311e-11,9.584722095313722e-29,3.3395961987633105e-39
4.216432865731463,8.914054027523162e-11,2.659578290580682e-11,7.80886580079912e-29,2.023538875355688e-39
4.236472945891784,7.84201354117395e-11,2.3397265603449643e-11,6.357607517060665e-29,1.2261091869705546e-39
4.2565130260521045,6.898901015192069e-11,2.05834150345261e-11,5.172439712841934e-29,7.429280241079334e-40
4.276553106212425,6.069211047331624e-11,1.8107969609110364e-11,4.205249333002181e-29,4.5015733906099224e-40
4.2965931863727445,5.339302978248126e-11,1.593023134472451e-11,3.416498546925954e-29,2.72760783460554e-40
4.316633266533065,4.6971766299116715e-11,1.4014396764215416e-11,2.773718993090541e-29,1.6527209164067295e-40
4.336673346693386,4.132275014636485e-11,1.2328968262591891e-11,2.250266364761689e-29,1.0014219760163267e-40
4.356713426853707,3.635310771123762e-11,1.0846236265275743e-11,1.824291043614009e-29,6.067848262178199e-41
4.376753507014028,3.1981134740160066e-11,9.541823664120073e-12,1.4778878983646416e-29,3.67665014495534e-41
4.396793587174349,2.8134953066257054e-11,8.39428504140611e-12,1.1963945576322747e-29,2.227767687049443e-41
4.41683366733467,2.475132888410236e-11,7.384754092798833e-12,9.678126368075456e-30,1.3498561657467407e-41
4.436873747494989,2.17746331435595e-11,6.496633452653806e-12,7.82330713204079e-30,8.179091916975427e-42
4.45691382765531,1.915592697089988e-11,5.715321822197989e-12,6.319314413420143e-30,4.955901694112871e-42
4.476953907815631,1.6852157080909705e-11,5.027973914389293e-12,5.1006819787557794e-30,3.0028959022620375e-42
4.4969939879759515,1.4825447952014104e-11,4.4232892687847416e-12,4.1139914166856205e-30,1.8195243482197984e-42
4.517034068136272,1.3042479127307724e-11,3.891326464394052e-12,3.315686513108838e-30,1.1024920481827898e-42
4.537074148296593,1.1473937403904916e-11,3.423339676053788e-12,2.6702782911524664e-30,6.680255295816734e-43
4.557114228456914,1.0094034904229234e-11,3.0116348871974673e-12,2.148871952986589e-30,4.047721785462467e-43
4.577154308617233,8.880085106018367e-12,2.6494433950652057e-12,1.7279588718134024e-30,2.452608609549403e-43
4.597194388777554,7.812129860684934e-12,2.3308105286914035e-12,1.3884266644644863e-30,1.4860925010309581e-43
4.617234468937875,6.8726112679758695e-12,2.0504977501227544e-12,1.114748567696969e-30,9.004579503723533e-44
4.637274549098196,6.0460830123179295e-12,1.803896529341256e-12,8.94320128329458e-31,5.456083789039151e-44
4.657314629258517,5.318956415034565e-12,1.5869525769411767e-12,7.169168358495267e-31,3.3059678467723034e-44
4.677354709418838,4.679277027357778e-12,1.3960991888930152e-12,5.742509738141823e-31,2.0031626761026796e-44
4.697394789579159,4.116528091275245e-12,1.2281986075378556e-12,4.596098081637985e-31,1.2137627747494566e-44
4.7174348697394795,3.6214576369774735e-12,1.0804904347477003e-12,3.6756040385934946e-31,7.354470462847024e-45
4.737474949899799,3.185926374271366e-12,9.505462491295958e-13,2.9370898041154583e-31,4.4562444090489415e-45
4.757515030060119,2.802773877191928e-12,8.362296811496473e-13,2.3450487705025754e-31,2.7001419522312806e-45
4.77755511022044,2.465700861799113e-12,7.35661289785695e-13,1.8708097858154315e-31,1.636078700574489e-45
4.797595190380761,2.1691656217261985e-12,6.471876632567309e-13,1.491239190994998e-31,9.913380710453195e-46
4.817635270541082,1.9082929188115313e-12,5.693542358246381e-13,1.1876858719730236e-31,6.00674754068214e-46
4.837675350701403,1.6787938309147438e-12,5.008813737583094e-13,9.451244838636596e-32,3.639627799166948e-46
4.857715430861724,1.4768952391609685e-12,4.40643337297093e-13,7.514601557100395e-32,2.2053349881530193e-46
4.877755511022043,1.2992777953371056e-12,3.8764977273443807e-13,5.969646768186005e-32,1.3362636726440132e-46
4.897795591182364,1.1430213495812975e-12,3.4102943033884105e-13,4.738196563274055e-32,8.096731845366426e-47
4.917835671342685,1.005556941161842e-12,3.000158404242545e-13,3.757466487364829e-32,4.905997814492359e-47
4.937875751503006,8.846245630399991e-13,2.6393471207438943e-13,2.9770792517010627e-32,2.9726579829338273e-47
4.9579158316633265,7.782360058392453e-13,2.3219284734791186e-13,2.356645880385506e-32,1.8012024908361177e-47
4.977955911823647,6.84642170349986e-13,2.0426838870627897e-13,1.8638119504046092e-32,1.0913904093979156e-47
4.997995991983968,6.023043111659445e-13,1.7970223932538504e-13,1.4726807562757906e-32,6.612987888845426e-48
5.018036072144287,5.298687386779631e-13,1.580905152347525e-13,1.1625417029152916e-32,4.006962901766938e-48
5.038076152304608,4.661445635092179e-13,1.3907790519181439e-13,9.168456711980154e-33,2.4279118555801554e-48
5.058116232464929,4.100841174954847e-13,1.2235182912200063e-13,7.223800593125069e-33,1.471128164392811e-48
5.07815631262525,3.6076572931806227e-13,1.0763729908326718e-13,5.686051307576703e-33,8.913907113619699e-49
5.098196392785571,3.1737857160933436e-13,9.469239826218135e-14,4.471205672789968e-33,5.401143282647471e-49
5.118236472945892,2.7920933040725997e-13,8.330430366690243e-14,3.5123703624516614e-33,3.272678118343293e-49
5.138276553106213,2.456304777955481e-13,7.328578711708205e-14,2.75632386172477e-33,1.9829916567280444e-49
5.158316633266534,2.160899549240162e-13,6.447213698843318e-14,2.1607598548133376e-33,1.2015406857804953e-49
5.178356713426853,1.9010209579094524e-13,5.671845007889199e-14,1.692078852171974e-33,7.280413988064976e-50
5.1983967935871735,1.6723964256837191e-13,4.989724903760591e-14,1.3236205304749707e-33,4.411371871538222e-50
5.218436873747494,1.4712672119698574e-13,4.389638613734347e-14,1.0342500502453884e-33,2.672952639904825e-50
5.238476953907815,1.2943266176454668e-13,3.861719886423688e-14,8.072284455916071e-34,1.619604064955612e-50
5.258517034068136,1.1386656207083857e-13,3.3972886925892334e-14,6.293107916509997e-34,9.813557068164505e-51
5.278557114228457,1.0017250500046087e-13,2.9887083911564124e-14,4.900268544300575e-34,5.946262078118326e-51
5.298597194388778,8.81253510738703e-14,2.6292600042444096e-14,3.8110780862251273e-34,3.602978253050572e-51
5.318637274549097,7.752703700339231e-14,2.3130315286740373e-14,2.9602977358735983e-34,2.183128177233621e-51
5.338677354709418,6.820331939996401e-14,2.0348204638703265e-14,2.2965069278698226e-34,1.322808050311096e-51
5.358717434869739,6.000091009501568e-14,1.790047962280047e-14,1.7792173314389971e-34,8.015201105530575e-52
5.37875751503006,5.2784955980193944e-14,1.5746832125701686e-14,1.3765812351971967e-34,4.856596446248545e-52
5.398797595190381,4.643682193184645e-14,1.3851768511233344e-14,1.0635736068609064e-34,2.942724546916019e-52
5.4188376753507015,4.085214037005482e-14,1.2184023654952156e-14,8.205512843181449e-35,1.7830651269596734e-52
5.438877755511022,3.593909538564036e-14,1.0716046047790982e-14,6.321121556488768e-35,1.0804005595126289e-52
5.4589178356713415,3.1616913225065534e-14,9.42354644821419e-15,4.861927434619025e-35,6.546397836772042e-53
5.478957915831662,2.7814534315760196e-14,8.28510368130986e-15,3.733550736692115e-35,3.9666144431304814e-53
5.498997995991983,2.446944499911776e-14,7.281822055511626e-15,2.8622368657748183e-35,2.403463787683512e-53
5.519038076152304,2.152664976402557e-14,6.397035459912317e-15,2.190416279765641e-35,1.4563145124200232e-53
5.539078156312625,1.8937767083795166e-14,5.61605350005754e-15,1.6732063404808286e-35,8.824147756889091e-54
5.559118236472946,1.666023399142269e-14,4.925945039558619e-15,1.2756581402718544e-35,5.346756004375425e-54
5.579158316633267,1.4656606315877034e-14,4.315354291007976e-15,9.705919427339781e-36,3.239723603676718e-54
5.599198396793588,1.2893943074821e-14,3.774344238773524e-15,7.368972231181829e-36,1.9630237511550293e-54
5.619238476953907,1.13432649027787e-14,3.2942618131453577e-15,5.581990465450573e-36,1.1894416681798632e-54
5.639278557114228,9.979077610934067e-15,2.867619026622529e-15,4.21813003764671e-36,7.207103231277505e-55
5.6593186372745485,8.778953045578083e-15,2.4879843810088922e-15,3.1792719821654627e-36,4.366951181874685e-55
5.679358717434869,7.7231603542213e-15,2.1498793744492247e-15,2.3896269639054463e-36,2.646037112679983e-55
5.69939879759519,6.794341597152122e-15,1.848675930496132e-15,1.790740979116213e-36,1.6032953220865027e-55
5.719438877755511,5.977226371269034e-15,1.5804919995623903e-15,1.3375999774822538e-36,9.714738608563403e-56
5.739478957915832,5.258380754416212e-15,1.342084317457187e-15,9.95595362521916e-37,5.886385679083306e-56
5.759519038076151,4.625986442696026e-15,1.130739139156277e-15,7.3816311237116825e-37,3.566697752667794e-56
5.779559118236472,4.0696464496287976e-15,9.44163446772368e-16,5.449493741665336e-37,2.1611449796924967e-56
5.799599198396793,3.580214172725608e-15,7.803804080708523e-16,4.003870328832959e-37,1.3094879205160518e-56
5.819639278557114,3.14964301720955e-15,6.376335351299372e-16,2.925926990052418e-37,7.934491346440903e-57
5.839679358717435,2.77085410460365e-15,5.143039528775828e-16,2.125131978538387e-37,4.8076925293008985e-57
5.859719438877756,2.4376198912221924e-15,4.088444411796262e-16,1.532660882017913e-37,2.913092528189095e-57
5.8797595190380765,2.1444617831770862e-15,3.1973258579698085e-16,1.0963087098468953e-37,1.7651103988187043e-57
5.899799599198396,1.8865600646217034e-15,2.4544368097934797e-16,7.765706979741763e-38,1.0695213728606216e-57
5.9198396793587165,1.6596746583902007e-15,1.8444224071843326e-16,5.436282726637265e-38,6.480478318928874e-58
5.939879759519037,1.4600754162868415e-15,1.351893700450992e-16,3.750350351966257e-38,3.926672276759422e-58
5.959919839679358,1.2844807929482635e-15,9.6162049152933e-17,2.53943311648471e-38,2.3792619017104247e-58
5.979959919839679,1.1300038950377789e-15,6.587973554368767e-17,1.6774748862305173e-38,1.4416500277973086e-58
6.0,9.056200101971067e-16,4.2933636044786335e-17,1.070481839907335e-38,8.73529223983311e-59
